Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2169,0.134597909,0.156239731,0.181063165,0.209612107,0.242401015,0.279892704,0.32286354,0.372081988,0.428426321,0.492936219,0.566691537,0.650826008,0.746826229,0.855868579,0.97988515,1.12088839,1.281000338,1.463265562,1.67010459,1.905395503,2.172258784,2.475344314,2.819656211,3.210181083,3.653311358,4.154956022,4.723103313,5.366355748,6.094160391,6.916277411,7.8436756,8.888669132,10.06546465,11.3872004,12.87046747,14.53599541,16.40780802,18.50571227,20.85524721,23.48305161,26.4356183,29.73392933,33.43149306,37.56303351,42.1662917,47.31253949,53.06881083,59.50500102,66.69610531,74.7592138,83.77099056,93.86638356,105.1430519,117.6637275,131.5890772,147.0054409,163.9355069,182.6148542,203.1654497,225.7752535,250.5899038,277.7847913,307.6097506,340.3208796,376.2966648,415.7512958,459.2394974,506.9088382,559.0505933,616.0464709,678.798047,747.5454278,822.4344563,904.2739887,992.639435,1088.778224,1193.351562,1306.261889,1428.055379,1558.702895,1698.188028,1846.613912,2003.730089,2169.727945,2342.414776,2510.833817,2683.657593,2857.522698,3027.449697,3186.360802,3323.408863,3423.707668,3467.866699,3429.481132,3278.716888,2987.130766,2539.695871,1953.806452,1299.337488,697.9230893,273.6323367
2170,0.116296319,0.135047352,0.156574454,0.181340284,0.20981582,0.242430543,0.279858898,0.322782255,0.371977369,0.428367806,0.492914877,0.566624705,0.650813203,0.746518215,0.855445206,0.979330031,1.1200927,1.28046048,1.462518185,1.669712843,1.904830947,2.172022029,2.475742667,2.820480162,3.211959555,3.655446483,4.158166056,4.727739387,5.372767516,6.102070065,6.925367899,7.853631141,8.899586063,10.07497994,11.39472791,12.87747748,14.54488557,16.41486773,18.51027958,20.85530188,23.49152268,26.43741017,29.74119471,33.43399898,37.54949561,42.15083739,47.29737021,53.05087078,59.47763711,66.67984788,74.73933549,83.75497124,93.85344218,105.135681,117.6118612,131.5559129,146.9896507,163.9656924,182.6639964,203.2461043,225.8675674,250.6890827,277.9154878,307.7812177,340.5853932,376.555867,416.0195933,459.4763645,507.1628032,559.0300402,616.2291021,678.9675708,747.4390361,822.3331973,903.39064,991.718197,1087.773571,1191.840243,1303.931197,1424.666849,1553.786275,1690.900541,1835.939571,1989.258529,2148.75036,2304.606132,2464.87305,2626.579297,2785.092299,2933.64774,3062.719489,3158.290634,3201.683256,3169.665915,3033.767696,2767.213048,2355.400758,1813.984583,1207.449448,648.8962186,254.2453247
2171,0.100444452,0.116684651,0.135336673,0.156814093,0.181516523,0.20984138,0.242401264,0.279788442,0.3226915,0.371926568,0.428349265,0.49285675,0.566613563,0.65054479,0.746148935,0.854960585,0.978634831,1.119620656,1.279806517,1.462175194,1.669218253,1.90462343,2.172371638,2.476466192,2.822042864,3.213836948,3.658270775,4.162248144,4.73338884,5.37974168,6.110091792,6.934160488,7.863282163,8.908006036,10.08164718,11.40094792,12.88537328,14.55117395,16.41895898,18.5103845,20.86288774,23.49321825,26.44397724,29.74356371,33.42214321,37.53595549,42.13758088,47.28168141,53.02685002,59.46353261,66.66257669,74.72555563,83.74401697,93.84753579,105.0900793,117.5829562,131.542653,147.0176774,164.0108273,182.737726,203.3303512,225.958483,250.8085728,278.0721635,308.0224558,340.822215,376.8015273,416.2375949,459.7100529,507.1491003,559.2011351,616.389467,678.8797589,747.3567754,821.5412939,902.5673695,990.8212024,1086.419755,1189.747156,1300.879281,1420.224611,1547.190922,1681.226069,1822.806458,1970.197146,2114.29843,2262.730866,2412.864702,2560.559174,2699.537273,2820.779833,2911.80117,2955.051247,2928.288811,2806.158945,2562.890273,2184.347383,1684.313592,1122.303315,603.5023905,236.3854016
2172,0.086716489,0.100779852,0.116934633,0.135543808,0.156966496,0.181538636,0.209816039,0.242340239,0.279709776,0.322647434,0.371910474,0.428298754,0.492847063,0.566379879,0.650222986,0.745726233,0.854353673,0.978222404,1.119048876,1.279506429,1.461742194,1.669036482,1.904930058,2.173006564,2.477838399,2.823692527,3.216320183,3.661862576,4.167222465,4.73953373,5.386815041,6.117851529,6.942686194,7.870727591,8.913907209,10.08716238,11.40795577,12.89097055,14.55483563,16.41910145,18.51717232,20.86448436,23.49914809,26.44620642,29.73318761,33.41028711,37.52437756,42.12386813,47.26060374,53.01462168,59.44853463,66.65073677,74.71630411,83.73933865,93.80748254,105.0648986,117.5718696,131.5685793,147.0590362,164.0780967,182.8144789,203.4135365,226.0675446,250.95152,278.2918951,308.2385943,341.0469108,377.0020091,416.4523735,459.7020071,507.3090668,559.3523846,616.3175667,678.8136977,746.6471808,820.8060513,901.767086,989.6092172,1084.541617,1187.000053,1296.869104,1414.261058,1538.428202,1669.313426,1805.494271,1938.816114,2076.161496,2215.364577,2352.720697,2482.571481,2596.556589,2682.921217,2725.861118,2704.473208,2594.508686,2372.829632,2025.235063,1563.811157,1043.248274,561.4054417,219.8489541
2173,0.074831524,0.08700605,0.100995761,0.117113604,0.13567554,0.15698562,0.181516715,0.209763219,0.242272104,0.279671582,0.322633476,0.371866621,0.42829034,0.492643803,0.56609971,0.649854629,0.745196863,0.853993623,0.977722867,1.118786528,1.279127622,1.461583081,1.669305231,1.905486867,2.174210716,2.479287002,2.82587443,3.219478457,3.6662394,4.172632934,4.745766363,5.393658149,6.125377523,6.949265055,7.875946963,8.918793973,10.0933778,11.41293426,12.89424495,14.55500515,16.42517041,18.51866919,20.86983325,23.50123694,26.43713132,29.72281251,33.40018181,37.51239905,42.10538147,47.25001009,53.00160597,59.43837256,66.64294393,74.71265051,83.70417266,93.78557272,105.0556638,117.5957836,131.6063723,147.1202926,164.1478969,182.890452,203.5129131,226.1977591,251.1513898,278.4888997,308.4438811,341.2310485,377.1992643,416.448955,459.8512087,507.4513479,559.2940652,616.2652594,678.1781375,745.9908854,820.0925313,900.6828454,987.9249908,1082.070918,1183.382056,1291.481547,1406.331443,1527.629502,1653.597766,1776.924079,1904.097547,2033.041478,2160.600327,2281.671139,2388.667867,2470.693306,2512.909696,2496.32547,2398.081492,2195.905385,1877.05107,1451.579065,969.6967271,522.2878873,204.5135216
2174,0.064544412,0.075081399,0.08719245,0.101150337,0.117227424,0.13569207,0.156966664,0.18147102,0.209704244,0.242239025,0.279659487,0.322595435,0.371859318,0.428113706,0.49240011,0.565779009,0.649393316,0.744882817,0.853557551,0.977493688,1.118455384,1.278988441,1.461818468,1.66979321,1.906542853,2.175481938,2.481202881,2.828649639,3.223326963,3.670999916,4.178120953,4.75179677,5.400296677,6.131186317,6.953877991,7.880273699,8.924302625,10.09780263,11.41585984,12.89443294,14.56042709,16.42656823,18.5234891,20.87178313,23.49330512,26.4280581,29.71399863,33.38972493,37.49619327,42.09621174,47.23872272,52.9928947,59.43182663,66.64014254,74.68177882,83.68512024,93.77791852,105.0776825,117.630247,131.6620168,147.183655,164.2171512,182.9808543,203.6313401,226.3792955,251.330704,278.6762013,308.6127827,341.4119907,377.1995911,416.5878315,459.9846604,507.4045766,559.2533856,615.6961919,677.5925938,745.3550574,819.1232001,899.1735916,985.7042289,1078.809421,1178.517817,1284.312194,1396.55156,1513.372396,1627.600009,1745.332836,1864.859106,1983.197831,2095.903989,2196.093968,2273.826017,2315.328634,2302.777055,2215.236512,2031.534744,1738.941869,1346.921271,901.1105129,485.8628451,190.2634481
2175,0.055642986,0.064759937,0.075242252,0.087325901,0.101248643,0.117241707,0.135675687,0.156927151,0.18142,0.209675614,0.242228551,0.279626515,0.322589103,0.371705959,0.427901934,0.492121161,0.56537738,0.649119645,0.744502482,0.853357508,0.977204435,1.118333732,1.279194456,1.462245829,1.670718643,1.907657682,2.177163136,2.483639882,2.83203133,3.227512787,3.675828916,4.183431474,4.757648237,5.405421673,6.135260196,6.957705977,7.885152329,8.928232387,10.1004143,11.41605932,12.899273,14.56172769,16.43090706,18.52530291,20.86485558,23.48537574,26.42037615,29.70487628,33.37552661,37.48826336,42.08643096,47.23126526,52.9874135,59.42973038,66.61304875,74.66521642,83.67880694,93.7981435,105.1090766,117.6807051,131.7194012,147.246664,164.2992471,183.0883915,203.7959809,226.542263,251.5013506,278.830891,308.7785485,341.4153121,377.3286601,416.7126879,459.9476958,507.3736801,558.7439832,615.1739605,677.0262827,744.4888939,817.7716242,897.178892,982.7658704,1074.421333,1172.039849,1275.462917,1383.629728,1489.731164,1598.869375,1709.644276,1819.512961,1924.313446,2017.954925,2091.370226,2131.934148,2123.063156,2045.059974,1878.3645,1610.480297,1249.252606,837.074571,451.867253,176.9942257
2176,0.04794333,0.055828788,0.064898678,0.075357413,0.087410771,0.10126098,0.117227552,0.135641534,0.156883032,0.181395233,0.20966655,0.242199993,0.279621028,0.322456065,0.371522091,0.427659525,0.49177182,0.565139116,0.648788225,0.744328025,0.853105047,0.977098185,1.118513899,1.279568457,1.463056289,1.671695667,1.909131979,2.179301755,2.486609428,2.835709373,3.231759045,3.680502222,4.188585577,4.762166629,5.40901675,6.138644301,6.962023358,7.888639688,8.930561788,10.10061967,11.42037652,12.90047913,14.56562951,16.4325889,18.51925693,20.85793074,23.47868536,26.41242367,29.69244422,33.36867568,37.47979541,42.08005636,47.22669193,52.98589777,59.40595651,66.59865832,74.66003649,83.69735322,93.82669226,105.1547972,117.7325903,131.7765893,147.3210861,164.3967339,183.2374904,203.9438687,226.6974962,251.6427969,278.9825281,308.7842246,341.5350343,377.4452493,416.6840054,459.9250038,506.917745,558.2783537,614.6697579,676.2526774,743.2791379,815.9811272,894.5335187,978.809764,1068.573028,1164.037632,1263.761892,1362.151833,1463.619651,1566.426793,1668.410788,1765.94159,1853.345807,1922.507935,1961.86064,1956.127081,1886.904719,1735.653064,1490.625606,1158.291614,777.2408547,420.098943,164.610024
2177,0.041285922,0.048103422,0.055948395,0.064998007,0.075430652,0.087421422,0.101248756,0.117198044,0.1356034,0.156861616,0.181387394,0.209641832,0.242195242,0.279505711,0.322296558,0.371311621,0.427355943,0.491564576,0.564850589,0.648636218,0.744107868,0.853012323,0.977255623,1.118840946,1.280277713,1.463911951,1.672987667,1.911007517,2.181907692,2.489839164,2.839440703,3.235868818,3.685038884,4.192566355,4.765336844,5.412006115,6.142462032,6.965115647,7.89071547,8.930768572,10.10446738,11.42149163,12.90398445,14.56718435,16.42731621,18.51321372,20.85210855,23.47175782,26.40154496,29.68653165,33.36135115,37.47435528,42.07625587,47.22565123,52.96504264,59.39345833,66.59443498,74.67702133,83.72328681,93.86805974,105.2016794,117.7844055,131.8439015,147.4093127,164.5315476,183.3714933,204.0848623,226.8266133,251.7812926,278.9900139,308.8950613,341.6436536,377.423519,416.668146,459.5171998,506.5026507,557.8295881,613.9790677,675.1703844,741.6727405,813.6010518,890.9694311,973.5332387,1061.342961,1153.448822,1244.267319,1338.443383,1434.147907,1528.953344,1619.698464,1701.358867,1766.395612,1804.363362,1801.201127,1739.861511,1602.88218,1378.818182,1073.313509,721.448829,390.3887215,153.0371954
2178,0.03553232,0.041423784,0.048206478,0.056034026,0.065061178,0.075439843,0.087410869,0.10122327,0.117165095,0.13558489,0.156854838,0.18136601,0.209637722,0.242095361,0.279367451,0.322113976,0.37104804,0.427175846,0.491313625,0.564718268,0.648444407,0.744027019,0.853149788,0.977541388,1.119461151,1.281026542,1.465043412,1.67463139,1.913292867,2.184741924,2.493115852,2.843052462,3.239859292,3.688543535,4.195359928,4.767975523,5.415379383,6.145201771,6.966963745,7.89092016,8.934195047,10.1054954,11.42463761,12.90541791,14.56258955,16.42204625,18.50815114,20.84607853,23.46224455,26.39644784,29.68020238,33.35671667,37.47121145,42.07560107,47.20736259,52.95419334,59.39003979,66.60996801,74.7005617,83.760685,93.91036382,105.2485919,117.84519,131.9235711,147.5310163,164.652777,183.4993577,204.2025253,226.9528968,251.7901263,279.0924103,308.9960262,341.6277402,377.4133063,416.3035509,459.1474195,506.1033006,557.2131047,613.0111599,673.7298422,739.5324215,810.3922442,886.2122613,967.004962,1051.768925,1135.765966,1222.760722,1311.696307,1400.115234,1484.683993,1560.957621,1622.185303,1658.671675,1657.626261,1603.275132,1479.30847,1274.673342,993.9368086,669.2607075,362.6610805,142.2141046
2179,0.030562304,0.035650969,0.04151253,0.04828026,0.056088485,0.065069107,0.075430737,0.087388867,0.101194812,0.117149103,0.135579033,0.156836348,0.181362456,0.209551267,0.241975606,0.279209188,0.321885318,0.370891672,0.426957777,0.491198546,0.564551307,0.648373975,0.744146938,0.85339928,0.978083299,1.120115973,1.282016694,1.466482977,1.676634256,1.915778395,2.187617493,2.496287848,2.846560128,3.242942653,3.691003459,4.197687362,4.77095382,5.417804781,6.146845645,6.967163635,7.893968944,8.935140239,10.10831608,11.42595575,12.90141692,14.55799731,16.41764777,18.50290651,20.83776503,23.45785546,26.39098423,29.67626168,33.35412955,37.47086737,42.0595694,47.19795005,52.95145021,59.40422783,66.63131683,74.73435411,83.79883029,93.95277653,105.3034487,117.9170226,132.0332068,147.6405129,164.7685472,183.6064038,204.3174824,226.9626882,251.8845245,279.186037,308.9849504,341.6221635,377.0873489,415.9742926,458.7923039,505.5531409,556.3477482,611.7198073,671.8060397,736.6449588,806.1061772,880.3220005,958.3540436,1035.743525,1116.269583,1198.509143,1280.818719,1359.91203,1431.287023,1488.904558,1524.008856,1524.717599,1476.58477,1364.401662,1177.62528,919.9043406,620.4509715,336.7007614,132.1132451
2180,0.026271432,0.030664358,0.035727347,0.041576066,0.048327183,0.05609532,0.065061253,0.075411751,0.087364299,0.101181001,0.117144044,0.135563051,0.156833275,0.181287663,0.209447611,0.241838526,0.279010987,0.321749669,0.370702345,0.426857785,0.491053351,0.564490007,0.648478491,0.744364568,0.853872399,0.978655469,1.120981788,1.28327654,1.468237062,1.678812531,1.918300292,2.190401455,2.499369072,2.849270991,3.245107284,3.693054864,4.200315012,4.77309924,5.419265654,6.147038696,6.969874036,7.894835782,8.937666722,10.10952523,11.42247455,12.89741827,14.55417902,16.41308989,18.49564655,20.8339902,23.45314418,26.38764025,29.67414539,33.354033,37.45682044,42.05140862,47.19577206,52.96439372,59.42357451,66.6618303,74.76873476,83.83714411,94.0022185,105.3681797,118.0156445,132.1318942,147.7451603,164.865764,183.7108795,204.3279051,227.049524,251.9711396,279.1789559,308.983143,341.3309043,376.7941885,415.658667,458.3016817,504.7796007,555.1904665,609.991231,669.2090121,732.7853667,800.7951643,872.5110422,943.8403569,1018.085123,1094.295366,1170.520695,1244.344378,1311.407684,1365.752206,1399.479268,1401.782598,1359.204504,1257.709639,1087.275378,850.8267229,574.8707054,312.3986635,122.6562005
2181,0.022568949,0.026359157,0.030730053,0.035782029,0.041616474,0.048333072,0.05608855,0.065044877,0.075390551,0.087352377,0.101176632,0.117130236,0.135560396,0.156768598,0.181197988,0.209328959,0.241666854,0.278893407,0.321585435,0.370615539,0.426731634,0.491000047,0.564581013,0.648668155,0.744777261,0.854371945,0.97941197,1.12208349,1.284811629,1.470144745,1.681022777,1.920742076,2.193106306,2.501750846,2.851174467,3.24691412,3.695371454,4.202211319,4.77439633,5.419450384,6.149446171,6.970667104,7.897096459,8.938773324,10.1064987,11.41899541,12.89410644,14.55022122,16.40675443,18.4924041,20.82993227,23.45031272,26.38592102,29.67424335,33.34173118,37.44974998,42.04970184,47.20756559,52.98191182,59.45111202,66.6927993,74.80332868,83.88167533,94.06047652,105.456853,118.1044596,132.226282,147.8332942,164.9605509,183.7216627,204.4076142,227.1294597,251.9673275,279.1801763,308.723052,341.0700317,376.5136828,415.2213445,457.6107114,503.7426373,553.6377502,607.6562881,665.7352015,727.9991813,793.747448,859.3765136,927.8573545,998.1922388,1068.942975,1137.461152,1200.328596,1251.845021,1284.346257,1288.017226,1250.539469,1158.756932,1003.28545,786.4335681,532.2875438,289.6839149,113.8032268
2182,0.019376001,0.022644311,0.026415629,0.030777087,0.035816806,0.041621546,0.048327239,0.056074433,0.065026591,0.075380263,0.087348605,0.101164706,0.117127942,0.135504492,0.156691052,0.181095339,0.209180364,0.241565011,0.278751054,0.321510139,0.37050603,0.426685326,0.491079216,0.564746149,0.649027811,0.745213015,0.8550324,0.980374626,1.123425875,1.286481121,1.472080515,1.683163009,1.923114955,2.195197559,2.503423547,2.852764771,3.248955024,3.697046288,4.203361997,4.774571715,5.421586922,6.150170087,6.972687875,7.898106976,8.936144241,10.10347394,11.41612534,12.89067258,14.54469652,16.40397289,18.48891302,20.82754039,23.44892731,26.38616924,29.66347553,33.33561005,37.44843451,42.0604342,47.22341449,53.00674815,59.47899468,66.72401372,74.84342141,83.93407454,94.14011078,105.5367446,118.1894664,132.3059986,147.9191412,164.9714713,183.7946783,204.4812125,227.1282932,251.9709417,278.9481169,308.4910645,340.8208841,376.1238914,414.604424,456.6822166,502.3481145,551.539077,604.5308914,661.4241711,721.643575,781.8693705,844.9210964,909.8608642,975.2484571,1038.999282,1097.55745,1146.248851,1177.794235,1182.76159,1149.893172,1067.058444,925.2970236,726.496871,492.5425495,268.4433115,105.5285061
2183,0.01662413,0.019440702,0.022692824,0.026456059,0.030806999,0.035821171,0.041616523,0.048315076,0.056058669,0.065017718,0.075377009,0.08733831,0.101162726,0.11707964,0.135437464,0.156602286,0.180966786,0.209092212,0.241441717,0.278685796,0.321415157,0.370465834,0.426754133,0.491222862,0.565059291,0.649407572,0.745789109,0.85587288,0.981547581,1.124885774,1.288175265,1.473955132,1.685243258,1.924949899,2.196666484,2.504822302,2.854561528,3.250433154,3.698066206,4.20352739,4.776466205,5.422246276,6.151974554,6.973608696,7.89582509,8.933516632,10.10098891,11.41314858,12.88585839,14.5423136,16.4009731,18.48689755,20.8264347,23.44928901,26.37674937,29.65818057,33.334618,37.45818901,42.0747603,47.24579961,53.03183832,59.50714469,66.76009011,74.89053513,84.00555135,94.21188903,105.6132635,118.261454,132.3835733,147.9300174,165.0382136,183.8622881,204.4821575,227.1337612,251.7640914,278.741999,308.26992,340.4736539,375.5731191,413.7734418,455.4306602,500.4621359,548.7280319,600.6493517,655.6956815,710.9077573,768.8047958,828.6529051,889.1111627,948.1518862,1002.849014,1048.504293,1078.957841,1085.281184,1056.69554,982.040284,852.9422271,670.7727436,455.5025901,248.6003281,97.79079951
2184,0.014253863,0.016679642,0.019482352,0.022727557,0.026481772,0.030810754,0.035816848,0.041606048,0.048301493,0.05605102,0.065014912,0.075368125,0.087336601,0.101121008,0.117021726,0.135360739,0.15649112,0.180890524,0.208985496,0.241385199,0.27860348,0.321380297,0.370525583,0.42687897,0.491495249,0.565389942,0.64990962,0.746522269,0.856896963,0.982823204,1.126367293,1.289816034,1.475777567,1.686852217,1.926239007,2.197895924,2.506403024,2.855865093,3.25133642,3.698221257,4.20520588,4.777065525,5.423855943,6.152811932,6.971629887,7.893544387,8.93136695,10.09841063,11.40895662,12.88381981,14.53973917,16.39927938,18.48602533,20.82687945,23.44105307,26.37217295,29.65745438,33.3434727,37.47112679,42.09492169,47.26836342,53.05720936,59.53959289,66.80242975,74.95467314,84.07000317,94.28068309,105.6782312,118.3314429,132.3942544,147.9908962,165.1001794,183.8648897,204.489022,226.9495799,251.5811394,278.5458882,307.9608079,339.982218,374.8294497,412.6507233,453.7370502,497.9343014,545.2343149,595.4881619,645.9974746,699.1068665,754.1094671,809.9023023,864.6081988,915.4325266,958.3871503,987.4168995,994.7935901,970.307847,903.2343429,785.780424,619.0092447,421.0239149,230.0912117,90.5622297
2185,0.012213546,0.01430146,0.016715376,0.01951217,0.022749646,0.026485,0.030807036,0.035807834,0.041594352,0.048294903,0.056048601,0.065007249,0.07536665,0.087300585,0.101070989,0.116955434,0.135264652,0.156425172,0.180798205,0.208936581,0.241313913,0.278573271,0.321432135,0.370633977,0.427115689,0.491782873,0.565827053,0.650548578,0.747415582,0.85801067,0.984117771,1.127802259,1.291411436,1.477187382,1.687982749,1.927318884,2.199285636,2.507551806,2.856664391,3.251481023,3.699707161,4.205749579,4.778500002,5.424615956,6.151097485,6.969651986,7.891686555,8.929135804,10.09476323,11.40721515,12.8816133,14.53832,16.3986012,18.48652814,20.81968304,23.43710117,26.37166388,29.66548233,33.35514576,37.4892716,42.11520033,47.29121486,53.08637929,59.57762726,66.85995684,75.01252996,84.13181505,94.33923775,105.7413388,118.3418171,132.44964,148.0475598,165.1040514,183.8727654,204.3252049,226.7873696,251.407404,278.2709538,307.5226086,339.3170639,373.8223642,411.1305986,451.4655697,494.7902717,540.5857868,586.7309264,635.3438034,685.8399349,737.1776962,787.7624863,835.0152771,875.1702718,902.9718291,910.9250011,890.046386,830.111897,723.4537141,570.9003082,388.9570213,212.8466215,83.81957228
2186,0.01045836,0.01225433,0.014332099,0.01674096,0.019531134,0.022752419,0.026481804,0.030799282,0.035797768,0.041588677,0.048292819,0.056041996,0.065005978,0.075335571,0.087257401,0.101013732,0.116872411,0.135207649,0.156345343,0.180755892,0.208874888,0.241287754,0.278618208,0.321526172,0.370839516,0.427365654,0.49216309,0.566383391,0.651327107,0.748387065,0.859140962,0.985371765,1.129197811,1.292645846,1.478178146,1.688930597,1.928539825,2.200297291,2.508258532,2.856798623,3.252795398,3.700199489,4.207026712,4.779188524,5.423131899,6.149383689,6.968047943,7.889757594,8.925964693,10.09327782,11.40532649,12.88042792,14.5378023,16.39914167,18.48024396,20.81627361,23.43676812,26.37893339,29.6760043,33.3714628,37.50748388,42.13576796,47.31742287,53.1205301,59.62920798,66.91186948,75.06805128,84.18455302,94.39606649,105.7513307,118.3921091,132.5013121,148.0523768,165.1126161,183.7272199,204.1815461,226.6336295,251.1631101,277.8805732,306.928074,338.4142152,372.4580528,409.0904899,448.6383331,490.6043458,532.6809816,577.1170003,623.3730079,670.5594928,717.1879279,761.0190948,798.5824298,824.948363,833.5041323,815.5911005,762.1036535,665.553968,526.1985631,359.1176494,196.7940692,77.53756714
2187,0.008949419,0.010493282,0.012280583,0.014354035,0.016757231,0.019533515,0.022749674,0.026475139,0.030790624,0.035792884,0.041586883,0.048287128,0.0560409,0.064979171,0.075298306,0.08720797,0.100942026,0.11682316,0.13513865,0.156308756,0.180702528,0.208852251,0.241326681,0.278699724,0.321704486,0.37105656,0.427696078,0.492647038,0.567061248,0.652173752,0.749373053,0.86023592,0.986591542,1.130277784,1.293513476,1.479009507,1.690002512,1.929430079,2.200921671,2.508382621,2.857960357,3.253240428,3.701335458,4.207649379,4.777905037,5.421648259,6.148000153,6.966381829,7.887002791,8.924699701,10.09166346,11.4043398,12.88004224,14.53836396,16.39365752,18.47730534,20.81608197,23.44334289,26.38840871,29.69066577,33.38780733,37.52598217,42.15930023,47.34807052,53.16676024,59.67577114,66.96171623,75.11553155,84.23569333,94.40561535,105.7969567,118.4391333,132.5067985,148.0613628,164.9834582,183.600133,204.0456555,226.4168013,250.8156767,277.3496332,306.1192116,337.19046,370.6259033,406.5494083,444.8718208,483.4705887,524.008395,566.3203519,609.5905682,652.5217354,693.0378799,728.0787198,753.1007467,761.9206683,746.8022598,698.9497965,611.6386857,484.6188548,331.3576443,181.8432204,71.68980763
2188,0.007653011,0.008979303,0.010515763,0.01229938,0.014367986,0.016759273,0.019531158,0.022743948,0.026467697,0.030786424,0.03579134,0.041581982,0.048286184,0.05601779,0.064947029,0.07525565,0.087146065,0.100899488,0.116763545,0.135107029,0.156262617,0.180682949,0.208885948,0.24139729,0.278854294,0.321892783,0.371343456,0.428116667,0.493236689,0.567798407,0.653033072,0.750328295,0.861301193,0.987535652,1.131036979,1.294242115,1.479949905,1.690785363,1.929981268,2.20103595,2.509408649,2.858361956,3.254249909,3.701897621,4.206540318,4.776621758,5.42045613,6.146562478,6.963990659,7.885927313,8.923321805,10.09084528,11.40406204,12.88061189,14.53358105,16.39112716,18.4772261,20.82202122,23.4518675,26.40157172,29.70532305,33.40443156,37.54709787,42.18678813,47.38948579,53.2085075,59.72050694,67.00443859,75.16153565,84.24476248,94.44694244,105.8397072,118.4450633,132.5159815,147.9468883,164.8711682,183.4801559,203.853421,226.1079343,250.3419994,276.62562,305.0222783,335.5460501,368.3422225,403.162032,438.4388767,475.6489559,514.2742503,553.8945316,593.3235243,630.7268261,663.2779669,686.9243829,695.9586899,683.1458934,640.5441027,561.5120657,445.8496122,305.5043386,167.9217348,66.243386
2189,0.006539932,0.007678566,0.00899854,0.010531858,0.012311334,0.014369737,0.016757251,0.019526243,0.022737555,0.026464086,0.030785096,0.035787122,0.04158117,0.048266272,0.055990081,0.064910237,0.075202229,0.08710934,0.100848001,0.116736226,0.135067154,0.15624569,0.180712104,0.208947068,0.241531176,0.27901752,0.322141674,0.371708656,0.428629118,0.49387792,0.568546628,0.653865661,0.751257806,0.862125859,0.988199437,1.131675071,1.295066508,1.480637792,1.69127155,1.930086149,2.201941437,2.509770475,2.859258221,3.254756636,3.70094012,4.205431281,4.775595583,5.419216805,6.144488701,6.963077908,7.884753035,8.922646188,10.0906551,11.40462928,12.87644325,14.53140442,16.39113607,18.48258487,20.82968301,23.46367533,26.41470579,29.72025115,33.42336556,37.57173633,42.22387063,47.42689722,53.24863855,59.75893103,67.04579965,75.1701054,84.28216065,94.48574163,105.8459014,118.4542665,132.4147004,147.8477968,164.7653719,183.3099161,203.57915,225.6858125,249.6945807,275.6432579,303.5473912,333.4949317,365.2961301,397.3641434,431.3901852,466.8748245,503.0756859,539.2310116,573.6655851,603.8569818,626.0681314,635.162263,624.4402046,586.441377,515.1008984,409.7578256,281.3675992,154.9445963,61.17194951
2190,0.0055849,0.00656177,0.007695017,0.009012313,0.010542094,0.012312834,0.014368004,0.016753034,0.019520754,0.022734453,0.026462945,0.030781468,0.035786423,0.041564023,0.048242397,0.055958363,0.064864159,0.075170537,0.087064891,0.100824408,0.116701778,0.135052526,0.156270904,0.180764983,0.209062962,0.241672563,0.279233265,0.322458509,0.372153618,0.429186391,0.494528797,0.569271632,0.654675965,0.751977494,0.862705746,0.988757781,1.132397181,1.295670475,1.481066289,1.6913675,1.930884648,2.202266926,2.510565515,2.859714274,3.253930692,3.699982484,4.20454883,4.774528286,5.41741983,6.143715487,6.962078753,7.884197754,8.922526514,10.09121183,11.40099838,12.87457281,14.53148132,16.39596548,18.4894645,20.84026607,23.47543527,26.42809989,29.73721653,33.44543525,37.60492034,42.25737857,47.46287947,53.28317881,59.79610184,67.05386005,75.20392704,84.31733687,94.49205156,105.854993,118.3647566,132.3274125,147.7546238,164.6147937,183.0666402,203.2033966,225.1075299,248.8157127,274.3216336,301.7064389,330.7574166,360.0712307,391.0154215,423.4875953,456.7847909,489.8627025,521.5087574,549.4196283,570.2348198,579.2162236,570.2872116,536.4973264,472.0586912,376.2993726,258.8692378,142.8176403,56.44452778
