Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2020,86659.13441,92406.0035,99036.36457,102554.4965,112680.0326,110964.129,102665.4507,122856.7576,104248.8539,88179.57745,101606.8615,104060.3066,107627.4821,108070.6593,108408.4723,114436.2821,118821.7135,128375.8151,133328.4304,159100.3154,146925.1818,138393.1254,167450.7542,166701.4123,166988.7705,166315.1533,167555.6088,165441.5736,164700.7694,172812.1079,158926.4967,174144.6011,157437.9799,152046.3812,170120.0026,183306.7608,188213.7201,198069.5308,203230.743,199430.2724,204784.7884,198644.3282,187785.0353,204413.5057,175141.4388,172046.0306,171602.6194,170021.7144,175554.8972,180057.1954,180391.0032,179918.4429,171162.1951,181996.073,179061.1347,181759.5822,182850.8723,179739.825,176234.573,173667.1759,170179.2785,163646.813,153924.2955,158341.5898,153702.0197,143221.9161,136539.6619,132122.7497,131873.3237,109965.2333,99951.55705,86734.72548,74375.40063,58587.89635,51143.48084,58121.13364,57116.34056,53747.61402,51957.51199,48674.50874,43563.64178,38401.16209,35065.5084,30864.07587,28053.34968,24679.1033,21831.22103,20043.94759,18506.75564,16512.96717,13341.10356,10621.09483,8115.828918,6000.272807,4134.74857,2476.274677,1526.625557,980.3756087,553.4486884,246.7565928,108.4924334
2021,81617.91404,86866.07907,92551.34706,99140.96812,102630.3068,112677.8624,110944.958,102637.2724,122814.8008,104233.1513,88163.78323,101581.667,104029.6535,107571.7172,107998.7941,108312.0011,114325.6755,118749.9517,128208.7894,133185.1659,158961.9942,146830.464,138330.4395,167356.5015,166624.4851,166871.0602,166219.5383,167448.6355,165345.5536,164611.0006,172705.4137,158806.6426,173996.094,157270.3948,151853.362,169871.7448,183048.1136,187883.8109,197685.3596,202743.4987,198984.4236,204204.3133,198069.9877,187175.6744,203629.2135,174425.9926,171293.0079,170812.3075,169143.1207,174641.5585,179067.4824,179361.0372,178816.707,170073.0692,180742.9836,177757.9125,180387.8118,181432.891,178269.7251,174708.4326,172026.6348,168445.2591,161912.7399,152166.4797,156367.1215,151658.4719,141193.2006,134355.2441,129863.2415,129300.9137,107676.7498,97669.68874,84484.20372,72292.39151,56781.47377,49386.43667,55926.47548,54722.05985,51230.35153,49250.35584,45927.68742,40844.11538,35683.6409,32346.41154,28138.55277,25136.77007,21827.22234,19015.19126,17146.30461,15497.11407,13481.87492,10568.83704,8116.509405,5940.090451,4169.588566,2698.8024,1498.230186,842.3147772,483.3912418,237.7949739,89.52604427
2022,77057.95007,81814.00693,87003.53975,92649.79055,99214.85422,102628.8164,112658.9217,110915.0216,102602.6543,122796.8319,104214.9199,88142.29297,101552.2083,103976.2942,107500.9034,107903.7907,108208.783,114258.3855,118597.9498,128073.5199,133071.6125,158862.293,146766.8645,138255.5237,167282.8644,166510.5907,166778.8945,166117.2964,167355.4794,165259.583,164513.7158,172579.6944,158675.3602,173815.4384,157075.3768,151635.6613,169636.8038,182731.8508,187524.401,197215.8932,202296.2143,198424.1064,203619.3514,197433.0834,186461.1536,202802.5484,173667.9548,170509.4981,169934.7949,168271.0774,173690.3667,178055.8605,178273.9705,177691.8403,168916.1398,179444.2036,176434.7911,179010.393,179972.4977,176750.8868,173087.2215,170302.0377,166692.24,160097.239,150302.3359,154325.1292,149550.0706,138973.5103,132099.9172,127372.9239,126658.8204,105263.3479,95177.83807,82158.56965,70103.34432,54864.80127,47553.37945,53621.85562,52199.98661,48602.73517,46516.97117,43105.33722,37995.00976,32956.18741,29526.95959,25246.0697,22262.28074,19038.65365,16290.2095,14379.77749,12672.35068,10697.52233,8089.751267,5950.308558,4134.427671,2725.767892,1635.21704,827.6853933,415.7236339,207.8128695,86.27465504
2023,72929.93379,77244.14349,81944.20728,87096.69467,92719.36846,99213.85109,102612.0151,112629.0138,110878.0482,102588.0579,122775.8404,104189.9281,88117.1117,101500.6144,103908.4915,107407.3578,107802.319,108146.6414,114114.4121,118475.0108,127966.3808,132990.36,158796.465,146690.3302,138197.5015,167171.9198,166422.1835,166680.018,166028.6951,167272.481,165166.0948,164398.1102,172441.3758,158514.6337,173604.8575,156854.1144,151430.0659,169347.8671,182387.0542,187083.2324,196786.4967,201730.2957,197860.9153,202970.4977,196683.1904,185708.8349,201927.3735,172878.9515,169638.6258,169066.5038,167362.8659,172719.3845,176987.6651,177165.1862,176497.4584,167717.5858,178126.7218,175108.0526,177592.179,178463.7088,175139.4616,171379.7188,168561.1165,164856.788,158170.1044,148374.1839,152219.115,147239.4479,136683.3097,129609.2149,124817.003,123871.2985,102622.3011,92602.27791,79714.91564,67777.92982,52862.79485,45626.74718,51189.49885,49564.02696,45949.45176,43702.60907,40141.05022,35132.02426,30120.40305,26525.60109,22388.88028,19445.09106,16333.84999,13682.24285,11776.81631,10071.08224,8201.403889,5940.254528,4148.130303,2706.924286,1653.903894,904.4839989,408.8981693,178.8233945,75.39681367
2024,69209.09956,73107.10054,77367.7237,82032.49121,87162.5752,92718.81971,99198.02343,102585.2009,112591.8901,110862.7018,102570.9104,122746.8597,104160.5919,88072.75151,101435.0173,103818.9975,107307.6164,107741.8551,108012.4315,113998.1359,118377.7342,127890.2856,132937.6406,158716.6983,146631.6174,138108.5439,167086.5754,166327.0794,166594.8025,165950.2016,167181.9437,165054.0784,164270.3859,172270.9747,158326.997,173364.5678,156645.6299,151175.7921,169032.6692,181961.9765,186681.2216,196239.5824,201162.962,197236.0756,202203.433,195894.4897,184913.0338,201016.1671,172001.0877,168779.5749,168162.2213,166437.0139,171693.6989,175899.2826,175988.4612,175260.7875,166502.9257,176807.5926,173742.5467,176127.1458,176865.1118,173439.2606,169658.7844,166738.4384,162906.873,156176.7697,146386.5671,149907.6425,144857.3072,134149.335,127055.0575,122119.578,120814.7983,99892.28097,89896.73003,77116.28993,65346.3774,50756.95957,43589.63427,48644.40535,46902.41869,43212.27593,40739.64248,37159.05833,32147.62792,27092.72895,23554.47792,19582.4392,16706.30911,13739.16666,11222.64019,9374.02299,7733.423775,6031.870654,4147.662724,2720.030655,1644.792266,915.9501168,447.2687739,175.9867157,64.87911052
2025,65790.4145,69378.08184,73224.64409,77451.56592,82094.9651,87162.40784,92704.39852,99172.49565,102551.7529,112576.7206,110844.5752,102547.0686,122712.7839,104108.6148,88016.31592,101348.5039,103723.7331,107248.7791,107610.1163,107904.2006,113906.2385,118309.1565,127841.7887,132873.2934,158656.1246,146539.985,138040.7372,166994.5388,166245.5949,166519.7755,165864.3107,167072.5487,164929.8021,164112.0406,172071.7375,158111.6718,173138.6889,156386.3267,150898.2464,168642.3908,181576.085,186165.7754,195692.7425,200533.3995,196494.4118,201397.5582,195060.9089,184084.2253,200001.3265,171137.8297,167884.9525,167241.6405,165458.6383,170649.7579,174744.7998,174770.7761,174008.7238,165288.5891,175450.489,172332.1862,174577.0504,175175.5273,171728.47,167857.2147,164800.5757,160890.0229,154123.074,144201.8447,147526.5964,142216.7427,131553.1006,124358.7935,119156.127,117655.169,97025.3364,87016.69504,74396.27658,62786.85171,48526.43074,41455.7633,46074.75394,44151.48671,40323.8268,37755.84895,34042.72689,28952.00013,24089.24208,20629.78897,16848.01266,14073.01353,11286.36657,8946.780988,7209.537369,5696.724423,4218.248584,2723.845812,1655.083779,912.0256892,453.3737669,192.6096413,63.84993202
2026,62607.56113,65951.8218,69490.15078,73304.43548,77510.93237,82095.12079,87149.18384,92680.8944,99140.49687,102538.2965,112558.708,110819.193,102518.9898,122652.066,104042.4428,87941.94212,101256.5546,103668.0855,107119.5222,107504.0344,107818.7739,113841.9332,118266.2453,127782.1406,132824.9518,158559.848,146470.7841,137967.4479,166916.1707,166174.3324,166437.4134,165759.6325,166950.6668,164774.7369,163926.6044,171841.803,157909.7504,172856.1533,156103.129,150553.0891,168289.4312,181078.0046,185651.7589,195085.8012,199783.1085,195716.0811,200546.5488,194192.5026,183160.2372,199006.4723,170238.8677,166975.4632,166268.4817,164463.9322,169542.9845,173550.8319,173539.1555,172758.9112,164039.8376,174049.052,170842.0037,172935.9171,173478.2154,169937.7342,165940.318,162796.267,158813.2703,151862.4315,141953.2571,144882.3986,139513.7363,128811.7557,121390.9076,116092.5876,114338.0984,93970.47488,83999.11642,71531.07337,60071.03759,46187.43744,39301.51879,43413.94058,41241.80464,37412.0891,34629.81199,30696.17603,25775.31677,21126.35488,17773.85541,14212.94386,11577.941,9011.446753,6891.748178,5319.201822,3990.100671,2774.382405,1659.732141,918.8596524,451.8640824,195.3486091,69.88091373
2027,59482.67194,62761.85842,66058.82343,69566.26806,73360.96695,77511.36178,82082.96556,87127.40543,92651.29,99127.82099,102522.2352,112533.3057,110789.2532,102468.6759,122574.7068,103955.3006,87863.00936,101203.3536,103544.8858,107015.5905,107420.4251,107759.4382,113802.4444,118213.0384,127737.8351,132746.6647,158487.8173,146395.8326,137905.4502,166848.1272,166095.8409,166336.1422,165642.5036,166797.5852,164592.8407,163711.3833,171626.7163,157655.7318,172547.4058,155749.3988,150242.1235,167830.8096,180582.6192,185081.1344,194359.5429,198996.5915,194894.8564,199659.731,193223.4084,182257.2612,197970.5211,169326.232,166013.6827,165280.1588,163409.8967,168399.0337,172344.4046,172311.647,171474.2465,162750.5296,172570.3452,169261.6059,171290.0121,171701.8212,168030.9066,163957.7812,160733.6192,156523.9188,149537.678,139451.5729,142178.1361,136658.99,125788.4458,118322.7177,112877.4045,110800.1515,90766.5761,80818.24211,68485.6586,57220.12453,43826.37987,37066.75852,40593.1199,38305.70167,34353.95033,31263.18323,27362.63279,22634.92211,18226.78927,15015.50515,11710.44377,9258.388767,6952.387575,5092.726773,3731.474394,2628.273696,1692.892136,922.5697441,455.6858107,194.8076756,70.87464163
2028,56675.80636,59629.89905,62864.10407,66131.53874,69620.22755,73361.62857,77500.1562,82062.73921,87099.84365,92639.74117,99112.61456,102499.423,112503.2967,110735.3054,102404.5189,122472.9015,103862.9414,87817.76058,101084.7135,103445.9674,106933.8051,107362.7794,107723.6955,113753.0602,118173.9874,127664.6906,132688.6443,158409.6548,146332.8652,137852.0382,166772.9196,165998.4422,166222.3278,165494.3969,166617.7046,164380.5295,163510.5705,171354.5677,157377.9881,172160.0634,155431.928,149835.3574,167375.8781,180032.566,184395.5671,193599.0575,198167.4344,194038.8318,198669.1084,192279.2952,181317.0298,196920.2717,168360.7781,165037.9837,164233.4198,162321.1012,167244.305,171143.8735,171050.4736,170148.1123,161392.0093,170999.4449,167679.2598,169567.6608,169808.8224,166058.8783,161918.74,158456.5012,154171.6506,146946.501,136895.4079,139321.423,133504.569,122662.9186,115103.6679,109444.8101,107086.0053,87386.96829,77431.49735,65285.37146,54342.6746,41372.62797,34692.21476,37743.853,35214.35101,31051.01688,27902.82623,24060.2406,19554.9733,15420.04658,12389.93547,9378.563605,7153.975384,5145.56597,3578.134351,2461.599236,1605.976763,942.1528105,457.9631322,196.5657661,70.67838495
2029,53934.57266,56816.65797,59727.41844,62933.62479,66183.11559,69621.08666,73351.26824,77481.3176,82037.02089,87089.25393,92625.81804,99090.86227,102472.4342,112448.9261,110666.4541,102320.1421,122365.1364,103810.4689,87716.16942,100989.592,103368.2594,106877.8305,107328.7321,107678.5904,113717.2691,118108.2303,127610.9963,132625.5794,158344.4658,146279.0714,137792.7866,166678.7091,165888.489,166077.415,165320.0472,166406.5529,164182.9457,163254.9951,171056.8299,157027.9986,171813.7617,155013.8596,149432.9351,166870.6391,179369.0344,183678.4809,192798.0242,197302.8945,193081.6571,197707.0199,191296.2774,180365.146,195808.8426,167382.4254,164005.1359,163152.8044,161223.1561,166097.0166,169910.9764,169748.8462,168752.7084,159946.3343,169429.252,166023.6646,167730.8562,167851.1962,164031.8614,159664.3945,156118.8079,151544.978,144301.3393,134194.5538,136158.7714,130243.4815,119384.7447,111663.6484,105837.82,103165.4949,83782.49288,73868.79371,62055.72635,51346.875,38759.49663,32291.37137,34736.56504,31866.03091,27747.60722,24566.9354,20814.44139,16567.01546,12742.34387,9937.705936,7257.995319,5302.994079,3620.834102,2363.966169,1506.22536,894.872246,468.1306354,197.659122,71.31623967
2030,51299.87749,54069.12917,56909.91457,59793.76071,62982.96282,66184.14216,69611.47733,73333.67234,77457.25232,82027.28717,87076.42525,92605.75921,99065.09072,102423.2694,112379.4707,110575.9579,102230.9295,122304.4409,103691.9152,87634.83171,100915.0027,103315.4636,106845.4303,107285.355,107646.3318,113655.7633,118060.4216,127552.5484,132573.3841,158289.2763,146219.1673,137717.8335,166571.8679,165747.4974,165906.5028,165114.2235,166210.5694,163929.9926,162975.2282,170679.9749,156716.3006,171354.6509,154601.3559,148985.9187,166258.6932,178675.7611,182923.802,191962.5705,196335.2377,192154.9404,196705.3354,190302.4627,179357.4536,194683.8006,166347.2868,162939.4976,162064.2131,160134.0014,164919.3375,168638.7919,168381.1037,167265.2634,158503.7557,167786.6291,164256.7123,165831.4461,165840.2115,161787.5278,157352.0715,153503.5941,148866.0739,141505.8612,131198.7178,132889.1832,126824.2015,115878.2113,108045.4479,102027.8518,98977.04612,79986.80587,70273.91957,58687.24856,48149.31957,36114.86502,29751.19639,31470.05124,28510.56351,24461.47963,21281.21227,17658.65941,13709.99354,10235.65892,7702.480504,5388.417757,3737.341522,2395.733843,1448.491819,840.3115403,445.0620693,202.1609217,71.71292135
2031,48795.20521,51428.32894,54158.17959,56973.38987,59840.86826,62984.13044,66175.20979,69594.99129,73311.09132,77448.27896,82015.43974,87057.81127,92581.96125,99017.89114,102360.4029,112288.2321,110480.3785,102181.1034,122166.505,103597.1284,87571.17421,100864.6937,103285.5281,106803.735,107254.7626,107589.725,113611.4781,118008.3154,127504.5639,132529.6251,158227.5698,146142.6151,137632.433,166433.867,165580.8821,165703.5879,164923.7038,165958.1656,163652.9367,162619.5341,170345.6537,156300.2706,170902.8583,154143.0438,148442.2919,165620.0213,177946.7628,182136.4712,191026.5394,195401.2818,191190.1312,195694.0615,189250.0071,178338.5405,193494.049,165279.9239,161867.0878,160986.0465,159016.5141,163704.3864,167303.8102,166920.675,165783.5325,156994.8812,166032.1938,162429.6399,163881.4767,163610.3598,159487.4641,154760.4563,150838.8721,146034.3559,138399.1209,128101.6163,129462.0643,123163.284,112186.6201,104221.089,97950.65242,94561.85883,76157.42321,66517.88487,55083.89194,44910.12704,33309.97353,26984.26275,28190.11725,25165.82334,21217.91793,18079.63631,14634.39873,11029.31205,7945.481,5727.201019,3803.347804,2476.484762,1469.988003,809.0845029,418.3243311,192.3066772,73.3462242
2032,46361.77755,48917.80843,51513.30238,54218.82282,57018.48521,59842.15061,62975.81438,66159.73115,69573.73886,73302.79454,77437.30669,81998.12706,87035.69804,92538.14524,98957.47637,102277.8635,112191.9648,110427.4275,102067.2557,122056.3724,103523.0967,87528.54862,100836.7652,103246.595,106774.7577,107199.9122,107549.3648,113563.1627,117965.9008,127464.7579,132480.4904,158147.8776,146054.9739,137521.2994,166270.4507,165381.9404,165516.282,164676.8543,165681.5517,163299.1038,162305.217,169896.4006,155891.9651,170400.7861,153583.4121,147875.5469,164949.0082,177186.0084,181253.4787,190125.9124,194428.9838,190217.4464,194622.7371,188187.0045,177261.5518,192267.9961,164206.8788,160806.6393,159880.3516,157863.9098,162431.1941,165875.9525,165468.3513,164233.9731,155382.0802,164218.1734,160555.1202,161716.0977,161327.1208,156904.8106,152122.266,148021.5854,142881.3077,135187.4213,124856.3076,125789.3229,119305.6226,108282.1135,100121.6497,93648.33873,90108.18633,72149.35668,62491.03911,51430.17221,41466.37417,30246.09357,24200.54581,24914.04327,21857.47474,18050.5706,15004.6514,11790.33331,8574.495388,5916.919305,4048.622984,2523.942546,1521.631785,822.0873504,403.1617847,180.85494,69.77099501
2033,43997.32461,46478.64895,48998.87823,51571.19808,54261.92809,57019.86446,59834.41704,62961.26044,66139.68851,69566.04303,73292.60407,77421.15898,81977.53327,86994.77129,92482.00285,98878.19549,102190.8553,112139.0478,110305.8356,101976.4782,121970.54,103473.8802,87505.39224,100800.0361,103219.9523,106721.6397,107161.1893,107505.2969,113524.1863,117931.1153,127419.8605,132416.3332,158056.1924,145940.0461,137389.4163,166074.2144,165198.8237,165272.1145,164406.171,165326.6841,162987.658,161879.9709,169456.6686,155438.1206,169785.223,153000.6234,147280.6082,164248.5671,176331.9718,180406.5211,189188.3579,193450.121,189186.6388,193541.8707,187063.9609,176152.3705,191036.6853,163147.5026,159719.6302,158740.1649,156657.6862,161067.1269,164458.4703,163949.8189,162576.435,153714.6092,162358.2423,158470.4518,159500.8068,158758.595,154278.2335,149332.4922,144878.5928,139621.8147,131823.0756,121375.1816,121915.6963,115222.8024,104089.8118,95791.47399,89309.25009,85438.60426,67842.84266,58404.11121,47536.4215,37694.09979,27157.68296,21414.52198,21666.86377,18619.90823,15001.72325,12106.32987,9179.897936,6395.051814,4189.070626,2690.660675,1552.924442,851.9987617,410.0299187,174.397363,65.61617777
2034,41703.96777,44108.58067,46555.89551,49054.14119,51612.37081,54263.38365,57012.64843,59820.74947,62942.33262,66132.53425,69556.54945,73277.50075,77401.92706,81939.22269,86942.27483,92408.36288,98794.69344,102143.3865,112016.9772,110209.0117,101905.8893,121913.885,103447.7296,87474.5813,100775.3064,103169.9876,106684.5122,107118.8858,107470.083,113492.6137,117891.6927,127360.56,132342.1479,157935.0093,145803.3555,137230.1404,165894.1128,164958.6431,165004.2167,164057.331,165015.5596,162563.4205,161464.8528,168967.7841,154879.4172,169144.8931,152389.3617,146659.4028,163461.4559,175515.3304,179524.8802,188245.7966,192412.4009,188147.7995,192400.5055,185908.0461,175039.5851,189823.0197,162062.1127,158598.97,157548.543,155363.1913,159715.325,162976.6469,162324.246,160862.8229,152006.0561,160286.7343,156339.5973,157004.0756,156148.8754,151500.2211,146214.227,141629.5963,136208.4578,128210.9432,117700.3691,117813.3281,110831.8111,99657.08127,91425.04962,84751.97477,80410.33768,63468.05824,54038.33929,43259.31373,33884.36432,24060.56375,18647.36518,18482.36629,15496.61039,12121.56068,9439.995483,6856.93167,4534.404337,2788.07905,1657.772793,870.570236,425.3516065,177.4676674,63.27329723
2035,39506.37727,41809.73566,44182.08439,46608.57739,49093.46059,51613.88514,54256.65559,56999.77171,59802.89791,62935.67128,66123.67134,69542.37985,73259.49114,77365.96898,81890.02828,86873.44716,92330.86298,98749.46598,102033.4251,111919.8988,110133.8973,101859.6259,121884.4577,103412.5052,87454.18705,100727.8275,103135.4136,106643.9393,107085.419,107441.9388,113456.6503,117838.9958,127291.6346,132243.2957,157790.5431,145637.3282,137084.3952,165656.4115,164694.9663,164657.3862,163752.704,164588.8582,162150.3995,161003.2295,168363.4872,154298.8737,168473.8485,151750.9333,145960.6357,162711.1442,174665.2893,178639.776,187246.2101,191367.7533,187051.3386,191226.4439,184749.5817,173944.5264,188580.1539,160943.3867,157429.3251,156267.5687,154082.5806,158302.441,161389.177,160643.7952,159108.1616,150100.3183,158171.1907,153933.5422,154469.7343,153388.1925,148389.1486,142990.9148,138228.2742,132540.3602,124394.4725,113806.0635,113394.0801,106184.3469,95188.05884,86831.23761,79833.97198,75297.72577,58783.75041,49229.40244,38931.57186,30056.35608,20978.11485,15927.86637,15403.54655,12539.50342,9465.88562,7061.820535,4869.194984,3022.324503,1720.143372,930.4680762,435.0346899,184.2021712,64.38723768
2036,37463.26534,39606.85191,41879.58396,44232.23702,46646.07797,49095.01896,51607.61219,54244.53458,56982.88201,59796.70236,62927.38508,66110.35032,69525.4641,73225.65096,77319.74412,81825.55622,86801.06412,92289.17733,98644.29708,101946.0885,111844.7701,110085.0136,101836.1481,121844.3066,103389.6035,87414.07297,100695.3051,103097.6296,106612.1798,107059.0589,107409.7061,113407.9699,117777.4182,127199.02,132125.1649,157614.0648,145485.8674,136890.8226,165395.3043,164352.0288,164355.7214,163332.0441,164174.5566,161691.0032,160430.2965,167736.2576,153690.9987,167772.7837,151032.0765,145296.6036,161930.1844,173813.1096,177700.7942,186241.0668,190265.6843,185924.1521,190051.023,183611.4333,172823.6701,187299.4271,159777.3182,156169.8663,155002.5662,152744.3789,156787.6883,159748.232,158924.2557,157148.0756,148155.7836,155777.947,151493.5982,151788.3195,150290.5976,145173.4161,139617.5071,134569.8001,128661.3863,120347.4826,109604.1148,108712.0567,101499.7203,90478.35107,81863.09654,74828.9949,69810.53646,53609.65114,44354.44028,34574.58121,26238.73711,17942.37299,13292.90134,12482.05387,9806.689435,7091.784512,5022.179484,3250.192712,1867.206789,966.6360343,465.4059603,188.5008728,66.83059037
2037,35529.75218,37558.79648,39673.17681,41927.26408,44267.9535,46647.66564,49089.16734,51596.20432,54228.57022,56977.10022,59788.96485,62914.84412,66094.42993,69493.52399,73182.09979,77259.18693,81757.79879,86762.38962,92191.90941,98560.87189,101878.6692,111796.2175,110060.7896,101803.6799,121818.6879,103343.4201,87386.87485,100659.771,103068.3823,106587.5588,107028.6932,107365.4966,113350.7724,117693.9609,127088.0635,131980.0284,157453.5717,145283.4179,136678.0651,165054.1361,164054.9458,163936.2821,162924.7102,163713.6289,161118.5001,159836.2742,167080.0553,153055.7522,166982.6117,150351.0712,144605.4821,161148.3634,172908.7412,176757.6418,185181.1709,189133.4221,184796.8466,188898.1134,182447.0488,171668.9583,185966.2746,158519.6076,154928.3172,153680.9564,151308.6165,155222.025,158070.2745,157000.5285,155149.855,145951.861,153353.3489,148911.6202,148773.894,147088.9616,141808.9548,135985.7977,130697.6822,124545.5337,115973.718,105147.9137,103993.5207,96554.51586,85373.93678,76802.62264,69444.79362,63732.8824,48354.81214,39437.03622,30220.65697,22471.10247,14994.64459,10787.04061,9776.051358,7358.047305,5050.988123,3357.166904,2010.714831,1050.537368,483.9530854,201.7734691,68.39020698
2038,33753.66898,35620.58071,37621.83203,39718.47182,41961.23484,44269.55716,46642.21044,49078.42664,51581.11814,54223.17848,56969.85156,59777.17333,62899.83994,66064.22503,69452.37151,73125.0656,77195.58256,81721.82656,86671.86696,92114.8468,98496.63914,101835.3995,111772.7369,110026.8132,101783.3681,121765.6798,103312.4278,87357.1729,100632.5889,103046.0987,106559.0185,106986.4624,107313.2569,113272.5594,117593.712,126950.9567,131848.4592,157237.6612,145060.7729,136398.7766,164759.7774,163639.022,163531.2278,162471.4276,163136.8628,160525.5751,159215.3396,166394.114,152339.0489,166236.3666,149642.3192,143914.5752,160318.3738,172001.3671,175763.5753,184092.9018,188002.2366,183692.9598,187719.2175,181247.8024,170468.5674,184525.9453,157281.9966,153631.4978,152261.9326,149824.7109,153622.1697,156190.247,155041.1142,152880.8134,143721.2423,150787.1882,146003.4084,145658.4024,143740.2474,138183.6471,132138.7529,126586.546,120090.1884,111330.7517,100657.8709,99004.23693,91183.43605,80170.11506,71346.09597,63464.81664,57549.09378,43044.06518,34513.26939,25914.81826,18804.85228,12185.16594,8460.792942,7345.916861,5248.385455,3381.298221,2079.70929,1132.633,526.4547351,209.9316223,73.20565208
2039,32176.72788,33840.16294,35680.48884,37664.8992,39750.75718,41962.84267,44264.47514,46632.10561,49064.16622,51576.09016,54216.39361,56958.72924,59763.05126,62871.23937,66025.26387,69398.49654,73065.19486,77162.02138,81637.39428,86600.2351,92055.67132,98455.69646,101814.9895,111739.313,110005.9933,101740.211,121730.4749,103278.6087,87334.73481,100612.268,103020.0925,106518.7403,106936.2675,107241.1649,113178.3523,117469.1221,126827.0727,131670.3008,157000.0726,144767.1357,136158.7844,164344.8097,163238.4505,163080.3742,161901.9001,162540.1784,159906.3124,158566.0838,165619.442,151664.2856,165459.7553,148934.7896,143180.8467,159486.5545,171045.4497,174743.5226,183006.8222,186896.3946,182564.7627,186505.3456,180002.7539,169169.5089,183111.1832,155989.5883,152238.049,150795.4419,148309.48,151826.9462,154277.048,152811.9275,150586.5395,141360.0112,147891.2398,142997.8866,142400.7505,140128.7142,134340.1761,128051.7166,122129.1887,115356.0068,106653.5021,95902.36275,93573.79492,85703.03034,74546.08924,65269.19337,57369.3951,51287.6482,37715.9034,29633.84561,21715.91512,15302.89168,9571.225548,6366.965647,5247.453138,3518.495125,2097.489499,1172.897055,568.1296074,228.4956567,76.16552054
2040,30628.25156,32259.36748,33897.1892,35721.43646,37695.60948,39752.35966,41958.11167,44254.97672,46618.63715,49059.47497,51569.74022,54205.91211,56945.39545,59736.00794,62834.30542,65974.27345,69341.97089,73033.78832,77083.05297,81570.66094,86545.38054,92018.20753,98436.87142,101785.4843,111719.2718,109960.5293,101711.8466,121692.1003,103253.3968,87318.30592,100588.3775,102982.8169,106470.5752,106866.3377,107154.0828,113060.5949,117356.9244,126658.2086,131474.1391,156685.2499,144515.8422,135818.1051,163946.2438,162792.4783,162511.5706,161313.3506,161917.517,159258.6251,157832.1093,164892.3614,150962.0998,164685.5819,148183.1483,142446.3222,158610.6322,170065.1453,173726.6087,181946.8544,185766.7769,181403.4085,185246.7612,178653.123,167895.8214,181634.1332,154599.8399,150798.1051,149299.0791,146606.6396,150001.6795,152096.3053,150560.1749,148157.5526,138690.2059,144898.605,139856.137,138884.3396,136296.6924,130254.4377,123613.4443,117388.2774,110587.8918,101691.6194,90715.46317,88028.09467,79766.51765,68265.55302,59063.88017,51185.81801,44993.31798,32424.92299,24865.524,17696.42822,12037.40851,7213.14129,4554.823718,3522.910308,2185.537132,1184.334795,588.8792071,246.7212094,82.90075809
