Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2179,0.014765004,0.017220253,0.020046376,0.023307455,0.027068674,0.031401801,0.036399842,0.042169071,0.048830239,0.05652681,0.065420655,0.07568126,0.087509242,0.101126631,0.116803008,0.134815303,0.155468268,0.179180516,0.206369969,0.237463643,0.272967205,0.313521013,0.359856399,0.41282096,0.473377176,0.542496351,0.621415228,0.711491314,0.814243973,0.931263486,1.064384447,1.215645093,1.387518295,1.581919089,1.80178301,2.050250482,2.331317666,2.648520211,3.006044137,3.408757959,3.862658339,4.373828425,4.949657772,5.596878404,6.32328268,7.139155412,8.055575585,9.083223955,10.236686,11.52881143,12.97762557,14.59989926,16.41867688,18.45514157,20.73015269,23.27845419,26.13183516,29.3259451,32.9019771,36.9094822,41.39679319,46.4252223,52.0387069,58.26932275,65.25210618,72.96193082,81.41172859,90.71574401,100.9340494,112.1379071,124.4577415,137.9531489,152.7506807,168.9615409,186.64152,206.0622005,227.4883267,250.9595319,276.5655327,304.6681733,335.3049527,368.6033389,404.6225431,443.7753918,485.6907821,529.3956922,576.2233791,625.9996307,678.6515332,733.5310091,789.6892568,845.7310489,899.0493916,945.1006324,976.5025481,981.5797421,943.5483467,842.2351435,663.4787438,421.6722026,166.4984353
2180,0.012692029,0.014811598,0.017252709,0.020070976,0.023323009,0.027071117,0.031395934,0.036389558,0.042156489,0.048821859,0.056525237,0.06541582,0.075673629,0.087486957,0.101101515,0.116770941,0.134760217,0.155439579,0.179178831,0.206358832,0.237429961,0.272958808,0.31359265,0.360076627,0.413260815,0.473983727,0.543358604,0.622605057,0.713037286,0.816073604,0.933347917,1.066683698,1.218284021,1.389883559,1.584114709,1.803772617,2.052470733,2.33334358,2.650214868,3.007479951,3.410449853,3.864540973,4.376366219,4.951945529,5.598288486,6.324642374,7.141006418,8.057018697,9.085719234,10.23877945,11.53235865,12.98125126,14.60628487,16.42641381,18.46023397,20.73853083,23.28945768,26.14452896,29.34015769,32.91946863,36.93217165,41.42234906,46.44873626,52.062231,58.31744803,65.28955694,72.99093015,81.44522621,90.74126249,100.9393147,112.1689812,124.4850651,137.9917302,152.7907266,168.9110862,186.6154135,206.0562243,227.4510599,250.8680683,276.4391071,304.364127,334.7536055,367.6907681,403.5298952,441.995537,482.1867175,525.2471581,571.19842,619.7421236,670.6004125,722.7934915,774.8255827,824.3996741,867.4522369,897.1736987,902.9280641,869.221395,777.2598079,613.4779363,390.5463724,154.3067621
2181,0.010903314,0.012732082,0.014839514,0.01727388,0.020084371,0.023325114,0.02706606,0.031387063,0.0363787,0.042149255,0.048820501,0.05652106,0.065409225,0.075654358,0.087465229,0.101073759,0.116723229,0.13473535,0.15543812,0.17916917,0.206329568,0.237422661,0.27302118,0.313784577,0.360460306,0.413790352,0.474737113,0.544399075,0.623958006,0.714639561,0.81790038,0.93536431,1.068999857,1.220361195,1.391813054,1.58586439,1.805727045,2.054255401,2.334838002,2.651482279,3.00897556,3.412115124,3.866786298,4.378394454,4.953199246,5.599499367,6.32629108,7.142294184,8.059242068,9.087591769,10.24194781,11.53560074,12.98694719,14.61319314,16.43097639,18.46771442,20.74836188,23.30080843,26.15723381,29.35580272,32.93975326,36.95503303,41.44339964,46.46981265,52.10530719,58.35100574,65.31563242,73.0211241,81.46830008,90.74623745,100.9675818,112.1939566,124.520329,138.028367,152.7457386,168.8883533,186.6109073,206.0238007,227.3701048,250.7558137,276.166769,303.8688267,333.9319892,366.7080635,401.9252756,438.8256132,478.4342768,520.7033178,565.5403968,612.4635062,660.8896286,709.3406343,755.5001854,795.7354209,823.8941929,830.1555513,800.3006095,716.8433418,566.8731174,361.5108535,142.9165731
2182,0.009360762,0.010937722,0.012756078,0.014857724,0.017285408,0.020086183,0.023320757,0.027058413,0.031377698,0.036372458,0.042148082,0.048816893,0.056515361,0.065392568,0.075635569,0.087441216,0.101032461,0.11670169,0.134734087,0.155429747,0.179143768,0.206323229,0.237476917,0.273188288,0.314118948,0.360922199,0.414448086,0.475646263,0.545582176,0.625360158,0.716239424,0.819667534,0.937395841,1.070822845,1.222055704,1.393350705,1.587583653,1.807298088,2.055572313,2.335955934,2.652803351,3.01044743,3.414100209,3.868583107,4.379508276,4.954276749,5.600966766,6.3274393,7.144273824,8.060915635,9.090419618,10.2448447,11.54067824,12.99311166,14.61727817,16.43765164,18.47649345,20.75850691,23.31216099,26.1712225,29.37393309,32.96019687,36.97387457,41.4622736,46.50832878,52.13536567,58.3744191,65.34279143,73.04195331,81.47297705,90.77190857,100.9903686,112.2261318,124.5537917,137.9882848,152.725966,168.8850704,186.5827152,205.9521812,227.2705006,250.5119007,275.7219278,303.1293455,333.0485667,365.2621394,399.0595357,435.4339075,474.3280567,515.5916951,558.9643458,603.6893722,648.7255125,691.8449442,729.5115299,756.1699341,762.8772427,736.4640559,660.7479711,523.474705,334.4136953,132.2913128
2183,0.0080313,0.009390302,0.010958336,0.012771732,0.01486764,0.017286969,0.020082431,0.023314168,0.027050339,0.031372315,0.036371447,0.042144968,0.048811971,0.05650097,0.065376327,0.075614804,0.087405488,0.101013817,0.116700598,0.134726836,0.155407715,0.179138268,0.20637038,0.237622277,0.273479414,0.314521471,0.361495918,0.415241849,0.476680032,0.546808244,0.626760277,0.717787077,0.821448225,0.938994696,1.072310016,1.223406128,1.394862075,1.5889657,1.80845775,2.05655769,2.337121962,2.654103276,3.012201104,3.415690779,3.869571851,4.380466322,4.955581774,5.60198974,6.329200631,7.145768336,8.063437695,9.093006092,10.24936786,11.54617543,12.99676653,14.6232314,16.44548686,18.4855561,20.76864649,23.32466368,26.18742218,29.39221014,32.97705478,36.9907727,41.49669737,46.53522379,52.15637959,58.39881348,65.3615536,73.04632973,81.49625026,90.79266097,101.0196744,112.2566425,124.5181121,137.971111,152.7236947,168.8605859,186.5193587,205.8638405,227.052187,250.1124264,275.0565479,302.3354408,331.746256,362.6727461,395.9959191,431.7258582,469.7129876,509.655523,551.0416977,592.7008928,632.9019976,668.2991934,693.5937995,700.6482293,677.3852778,608.7236188,483.1220041,309.1496067,122.3753764
2184,0.006886195,0.008056644,0.009408,0.010971784,0.012780255,0.014868982,0.01728374,0.020076758,0.023307212,0.027045699,0.031371443,0.036368759,0.042140719,0.048799541,0.056486937,0.065358379,0.075583909,0.08738936,0.101012874,0.116694323,0.134707743,0.155402946,0.179179208,0.206496708,0.237875516,0.273829869,0.315021448,0.362188325,0.416144406,0.477751294,0.5480326,0.62811471,0.719346819,0.822849568,0.94029904,1.073495237,1.224733861,1.396077036,1.589986187,1.809325667,2.057586125,2.338269169,2.655651329,3.013608005,3.416567775,3.870422979,4.381626025,4.956492423,5.603555679,6.330534152,7.148015976,8.065745258,9.097032702,10.25426667,11.54944305,13.0020726,14.63022018,16.45357804,18.49460773,20.7798159,23.33913271,26.20375689,29.40728927,32.99217798,37.02153437,41.52075077,46.55406248,52.17828102,58.41568859,65.36562904,73.06739206,81.5151144,90.81930743,101.0474454,112.2249138,124.5032182,137.9696703,152.7024575,168.8045711,186.4410097,205.6685189,226.6936938,249.513807,274.343281,301.1628915,329.4077297,359.9069206,392.6496582,427.5621665,464.3578875,502.5080255,541.1219125,578.4034809,611.5910389,635.716986,643.1027825,622.6831206,560.5151304,445.6443636,285.6298731,113.1302337
2185,0.005900494,0.006907926,0.008071829,0.009419545,0.010979106,0.012781409,0.014866205,0.017278857,0.020070768,0.023303215,0.027044947,0.031369125,0.036365093,0.042129988,0.048787422,0.05647143,0.065331674,0.075569962,0.087388545,0.101007447,0.116677789,0.134703612,0.155438464,0.179288897,0.206716786,0.238180353,0.274265176,0.315624889,0.362975626,0.417079653,0.478821116,0.549217009,0.629479923,0.720574199,0.823992798,0.941338584,1.07466088,1.225801225,1.396974436,1.590750115,1.810232087,2.058597822,2.339634699,2.65689479,3.014385233,3.41732328,3.871452709,4.382436012,4.957883602,5.604744575,6.332535718,7.150073119,8.069327375,9.101395265,10.25718586,11.55416935,13.00830257,14.63743972,16.46165401,18.50458093,20.79273346,23.35372579,26.21724024,29.42082025,33.01965799,37.04304269,41.5376305,46.57370289,52.19345117,58.41946912,65.38464721,73.08450736,81.53929942,90.84454201,101.0192591,112.2120184,124.5024529,137.951278,152.6529668,168.7351206,186.2662575,205.3469416,226.1555092,248.873079,273.2878641,299.051732,326.9119915,356.8887247,388.8957215,422.7348669,457.9139688,493.5610556,528.212363,559.1340683,582.0648416,589.8352869,572.0452758,515.8207032,410.8664221,263.7594609,104.5234203
2186,0.005052543,0.005919114,0.006920946,0.008081734,0.009425831,0.010980097,0.012779022,0.014862005,0.017273701,0.020067325,0.023302567,0.027042949,0.031365962,0.036355833,0.042119525,0.048774028,0.056448356,0.065319619,0.075569258,0.087383854,0.100993138,0.116674212,0.1347344,0.155533625,0.179479988,0.2069817,0.238559,0.274790589,0.316311025,0.363791407,0.418013692,0.479856038,0.55041102,0.630554154,0.721575522,0.824903959,0.942361247,1.075597962,1.226589853,1.397646368,1.591548434,1.811123635,2.059801487,2.340732871,2.657583025,3.015055283,3.418236848,3.872172551,4.383670985,4.958942679,5.606525655,6.334368205,7.153257598,8.073209708,9.10400118,10.26139295,11.55971941,13.01474038,14.644641,16.47055417,18.51610767,20.80576476,23.36577733,26.22934231,29.44536331,33.03888368,37.05816361,41.55523388,46.58732372,52.19694891,58.43661428,65.40013855,73.10641862,81.56218854,90.81952804,101.008113,112.2117963,124.4865511,137.9075904,152.5914426,168.5788505,185.9778004,204.8633094,225.5803414,247.9232452,271.3825642,296.800559,324.1910556,353.5060065,384.5471796,416.9297055,449.8499109,481.9153619,510.8012873,532.403804,540.4148354,525.1226113,474.3941071,378.5775813,243.440095,96.52015982
2187,0.004323557,0.005068488,0.00593027,0.006929439,0.008087128,0.009426682,0.010978047,0.012775412,0.014857571,0.017270739,0.020066768,0.023300845,0.027040223,0.031357975,0.036346803,0.042107961,0.048754099,0.05643794,0.065319012,0.075565205,0.087371477,0.100990044,0.116700881,0.13481689,0.155699404,0.179710002,0.207310759,0.239016047,0.275387999,0.317021949,0.364606174,0.418917264,0.480899498,0.551350475,0.631430545,0.722373602,0.825800576,0.943183401,1.076290542,1.227180469,1.398348988,1.59233355,1.81218386,2.060770631,2.341341809,2.658176776,3.015865111,3.418876025,3.87326799,4.384613623,4.960526343,5.60815676,6.337197209,7.156710138,8.075534197,9.107743597,10.26633403,11.56545647,13.02115782,14.65257892,16.48083429,18.52773849,20.81653151,23.37659685,26.25125567,29.46254449,33.05242341,37.07393734,41.56745637,46.59054969,52.21239626,58.45061182,65.41994367,73.1271431,81.54001482,90.80991052,101.0083212,112.1980726,124.4480245,137.8531345,152.4517841,168.32024,185.5432088,204.3472275,224.726135,246.2040576,269.3526233,294.3485373,321.1443867,349.5908566,379.3211236,409.6671225,439.3517034,466.1981402,486.6197285,494.6331783,481.5420435,435.9572878,348.6069168,224.5521378,89.08448931
2188,0.003697248,0.004337201,0.00507804,0.005937548,0.006934063,0.008087858,0.009424922,0.010974945,0.0127716,0.014855023,0.017270259,0.020065285,0.023298496,0.027033337,0.031350187,0.036336825,0.042090756,0.048745103,0.056437416,0.065315511,0.075554504,0.087368802,0.101013129,0.116772334,0.134960595,0.155898947,0.179995714,0.20770797,0.239535718,0.276006964,0.317732026,0.365394368,0.419828418,0.481720445,0.552116921,0.632129068,0.72315916,0.826521412,0.943791224,1.076809334,1.227798436,1.399039894,1.593266783,1.813038506,2.061308987,2.341867513,2.658894039,3.016432165,3.419846912,3.874106268,4.386020646,4.96197706,5.610668205,6.340265373,7.158781994,8.078861024,9.112139557,10.2714432,11.57117182,13.02823321,14.66174202,16.49120949,18.53735245,20.82619981,23.39615513,26.26660479,29.47466475,33.06655165,37.08490177,41.57042478,46.60444916,52.22503505,58.46848397,65.43866494,73.10750999,81.53173152,90.81045368,100.9964996,112.1641351,124.3998706,137.7284251,152.2200777,167.9299319,185.0801616,203.5793822,223.1760276,244.3739495,267.143629,291.6055915,317.6212565,344.8887549,372.7850681,400.2109297,425.1737389,444.3430786,452.3923685,441.1275918,400.2109132,320.7591355,206.998958,82.17262862
2189,0.003159507,0.003708915,0.004345375,0.005084272,0.00594151,0.006934689,0.008086347,0.009422259,0.010971671,0.01276941,0.01485461,0.017268983,0.020063262,0.023292563,0.027026623,0.031341581,0.036321978,0.04208299,0.048744651,0.056434393,0.065306263,0.075552191,0.087388774,0.101074979,0.11689681,0.135133563,0.15614681,0.180340614,0.208159602,0.240074117,0.276625222,0.318418945,0.366189287,0.420545226,0.482390214,0.552727828,0.63281682,0.723790722,0.827054487,0.944246619,1.077352479,1.22840602,1.399860776,1.594019919,1.813514088,2.061774067,2.342502272,2.659396668,3.017291955,3.420591729,3.875355342,4.387309894,4.964204998,5.613392851,6.342110627,7.161737359,8.082769373,9.116686463,10.27652992,11.57747445,13.03639581,14.67099181,16.49978928,18.54598747,20.84364871,23.40986226,26.27745026,29.48731526,33.07638284,37.0876281,41.582923,46.61584495,52.24115244,58.48536826,65.4213109,73.1003894,81.53252913,90.80028987,100.9666381,112.1215994,124.2886144,137.5210019,151.8697687,167.5146984,184.3899862,202.1824256,221.5272957,242.3842683,264.6749134,288.4364864,313.392833,339.0099341,364.2737622,387.431962,405.4358202,413.3564634,403.8009651,367.0181994,294.8222072,190.668991,75.74921651
2190,0.00269812,0.003169477,0.003715906,0.004350708,0.005087665,0.005942047,0.006933394,0.008084063,0.009419448,0.01096979,0.012769056,0.014853513,0.017267242,0.020058153,0.023286779,0.027019204,0.031328775,0.036315276,0.0420826,0.048742043,0.056426404,0.065304265,0.075569463,0.087442285,0.101182727,0.11704663,0.135348417,0.156446034,0.180732767,0.20862749,0.240611926,0.277223319,0.319111822,0.366814612,0.421130041,0.482924076,0.553329476,0.633369757,0.724257912,0.827453958,0.944723675,1.077886429,1.229127588,1.400523988,1.594439729,1.813925206,2.06233537,2.342947416,2.660157443,3.017953142,3.42169967,3.876500153,4.389284879,4.966622842,5.615035016,6.344734202,7.165209802,8.086813136,9.121210695,10.28214047,11.58474133,13.04463732,14.67864414,16.50749706,18.56154706,20.85588407,23.41956277,26.2887732,29.4961272,33.07888205,37.0988621,41.59319009,46.63036023,52.2563704,58.47004456,65.41520497,73.10137406,81.52380854,90.77404422,100.9291059,112.0224492,124.1031081,137.2068693,151.4976532,166.8946894,183.1311605,200.6978328,219.7364744,240.1627941,261.8251965,284.6355934,308.1080771,331.3536591,352.764466,369.6209707,377.404002,369.2708404,336.3230069,270.7028606,175.4402028,69.77342697
2191,0.002302521,0.002706635,0.003175451,0.003720466,0.004353611,0.005088125,0.005940937,0.006931436,0.008081651,0.009417833,0.010969485,0.012768112,0.014852015,0.017262846,0.020053172,0.023280386,0.027008164,0.031322994,0.03631494,0.04208035,0.048735144,0.056424679,0.065319195,0.075615739,0.087535504,0.10131241,0.117232732,0.135607804,0.15678625,0.181139017,0.209094888,0.241132199,0.277826685,0.319656838,0.367324793,0.421596196,0.483449986,0.553813195,0.633778902,0.724608078,0.827872676,0.945192593,1.078520273,1.229711204,1.400894288,1.594802864,1.814421161,2.062729281,2.343620042,2.660743868,3.018935072,3.422715377,3.878249579,4.39142888,4.968083123,5.617362439,6.347817233,7.168803606,8.090834385,9.126201814,10.28860574,11.59207992,13.05145825,14.68552012,16.52136466,18.57246326,20.86455619,23.42969291,26.29666812,29.49841441,33.08897414,37.10810792,41.60625313,46.64405798,52.24284034,58.46481832,65.41632004,73.09390772,81.50076898,90.74096263,100.8408392,111.8567232,123.821693,136.8736869,150.9410487,165.7610166,181.7944795,199.0867976,217.7389634,237.6007973,258.4097845,279.886922,301.2248729,320.9942358,336.7046873,344.2836536,337.4365337,307.8912093,248.3668418,161.2607544,64.20060291
2192,0.001963571,0.002309788,0.002711736,0.003179348,0.003722949,0.004354005,0.005087175,0.005939259,0.006929368,0.008080266,0.009417572,0.010968675,0.012766825,0.014848234,0.017258558,0.020047667,0.023270874,0.027003181,0.031322705,0.036313,0.042074395,0.048733654,0.056437579,0.065359196,0.075696353,0.087647698,0.101473499,0.117457418,0.135902723,0.157138683,0.18154486,0.209547047,0.241657125,0.278301262,0.320101504,0.367731468,0.422055528,0.483872819,0.554171222,0.63408562,0.724975328,0.828284198,0.945749001,1.079033493,1.230037592,1.401214791,1.595240744,1.81476945,2.063323511,2.34413971,2.661613386,3.019835466,3.424263803,3.880149299,4.392726384,4.97014637,5.620097829,6.351008923,7.172375358,8.095271475,9.131950124,10.29513606,11.59815594,13.05758837,14.69787288,16.53109866,18.58021178,20.87361462,23.43676278,26.29875791,29.50747678,33.09729496,37.11985912,41.61857386,46.632121,52.23837109,58.4660177,65.4099449,73.07370795,81.47164457,90.66246861,100.6929473,111.6048958,123.5236628,136.3744502,149.920798,164.5582281,180.3453038,197.2915715,215.4373698,234.5324428,254.1443685,273.7015214,291.905932,306.5225723,313.8208142,308.0806789,281.6466859,227.6480543,148.1137556,59.01177433
2193,0.001673367,0.001969767,0.002314141,0.002715064,0.00318147,0.003723285,0.004353192,0.005085737,0.005937487,0.00692818,0.008080042,0.009416876,0.010967569,0.012763574,0.014844546,0.01725382,0.020039476,0.02326658,0.027002931,0.031321032,0.036307862,0.042073109,0.048744796,0.056472142,0.065428878,0.075793375,0.087787063,0.101667995,0.11771288,0.13620822,0.157490778,0.181937473,0.21000331,0.242069979,0.278688461,0.320455962,0.368132293,0.422424837,0.484185865,0.554439667,0.634407485,0.725336219,0.828772296,0.946200004,1.079320966,1.230320255,1.401601104,1.595548451,1.815294018,2.063783638,2.344909058,2.662410878,3.021204901,3.425945761,3.881301225,4.394554116,4.972571605,5.622930413,6.354179255,7.176317219,8.100378964,9.137757364,10.30054492,11.60361761,13.06858541,14.70654777,16.53801788,18.5883074,20.87994222,23.43866915,26.30689153,29.51496132,33.10785984,37.13093679,41.60804418,46.62830545,52.23961847,58.46058573,65.39226657,73.04809848,81.40192279,90.53063628,100.4678496,111.338602,123.0763288,135.4571241,148.839241,163.2554262,178.7320208,195.2249713,212.6829218,230.7020127,248.5881579,265.3224876,278.8732104,285.8677871,281.053778,257.4153926,208.4964892,135.9035134,54.20076047
2194,0.00142508,0.001678648,0.00197348,0.002316981,0.002716876,0.003181757,0.00372259,0.004351962,0.00508422,0.00593647,0.006927988,0.008079445,0.009415927,0.010964776,0.012760405,0.014840471,0.017246771,0.020035778,0.023266366,0.02700149,0.031316601,0.036306753,0.042082729,0.04877465,0.056532352,0.065512741,0.075913894,0.087955337,0.101889129,0.117977494,0.136513438,0.157831396,0.182333701,0.210362138,0.242406823,0.278997117,0.32080541,0.368454565,0.42269833,0.484420627,0.554721529,0.634723737,0.72576409,0.829168345,0.946453017,1.079570072,1.23066082,1.401872744,1.596011176,1.815701087,2.064463819,2.345614826,2.66362105,3.022692871,3.426967585,3.882919117,4.396702806,4.975083695,5.625742502,6.357678751,7.180852278,8.105539754,9.142569071,10.30540776,11.61340186,13.07631181,14.71272263,16.54524872,18.59396728,20.88167854,23.44596515,26.31361995,29.52445525,33.11781413,37.12164743,41.60479025,46.629571,52.23499563,58.44513137,65.36978722,72.98624341,81.28454698,90.32965624,100.2301787,110.9382225,122.2523939,134.4854758,147.6688395,161.8065155,176.8766038,192.7536183,209.2458216,225.7122713,241.0572498,253.5913055,260.2418567,256.2298435,235.0792174,190.7892505,124.6032808,49.7325434
2195,0.001212807,0.001429577,0.001681811,0.001975902,0.002318527,0.002717121,0.003181163,0.003721538,0.004350664,0.005083349,0.005936305,0.006927476,0.00807863,0.009413529,0.010962053,0.012756901,0.014834407,0.017243589,0.020035594,0.023265125,0.026997671,0.031315645,0.036315054,0.042108503,0.048826655,0.056604814,0.065616916,0.076059419,0.088146657,0.102118178,0.118241878,0.136808708,0.158175195,0.182645295,0.210654905,0.242675343,0.279301487,0.321086377,0.368693288,0.422903465,0.484667258,0.554998441,0.635098533,0.726111627,0.829390863,0.946672383,1.079870085,1.230900435,1.402280612,1.596371016,1.816301962,2.065087914,2.346683433,2.66493635,3.023598515,3.428398633,3.884821369,4.398929035,4.977576272,5.628847125,6.361702819,7.185435477,8.109817339,9.146895783,10.31410747,11.62027926,13.08181886,14.71917703,16.55030816,18.59554633,20.88821922,23.45201002,26.32214692,29.53339608,33.10961959,37.11887478,41.60605111,46.62564454,52.22148741,58.42542084,65.31500708,72.88186823,81.10531957,90.11776815,99.87223259,110.1990205,121.380381,133.4349873,146.3684597,160.1417152,174.6595012,189.6711403,204.7684054,218.9454995,230.5020118,236.7934847,233.4509562,214.5391463,174.4442919,114.1425713,45.5973353
2196,0.001031448,0.001216634,0.001432272,0.001683875,0.00197722,0.002318737,0.002716614,0.003180264,0.003720428,0.004349918,0.005083208,0.005935866,0.006926778,0.008076573,0.009411191,0.010959044,0.012751689,0.01483167,0.01724343,0.020034526,0.023261834,0.026996847,0.031322806,0.036337297,0.042153402,0.04888924,0.056694826,0.06574271,0.076224873,0.088344817,0.102347037,0.118497646,0.137106773,0.158445541,0.182899525,0.210888292,0.2429402,0.279546212,0.321294557,0.368872373,0.423119089,0.484909527,0.555326482,0.635403268,0.726307177,0.829583895,0.946936479,1.080081291,1.231259689,1.402598449,1.596901427,1.816853395,2.066030815,2.347845199,2.665738339,3.024863307,3.430081422,3.886792778,4.401136812,4.980328637,5.632415351,6.365770304,7.189235614,8.113664402,9.154626211,10.3202252,11.6251875,13.08757647,14.72369674,16.55174201,18.60140604,20.89364631,23.45966403,26.33017326,29.52616705,33.10725959,37.12011362,41.60272088,46.61384758,52.20420646,58.37695873,65.22235748,72.72224058,80.91664698,89.79812103,99.20982424,109.417321,120.4384859,132.2689905,144.8757463,158.1539456,171.8954213,185.6557139,198.6932396,209.4510753,215.3637544,212.5883708,195.6689018,159.3933033,104.475044,41.76934235
2197,0.000876608,0.001034703,0.001218927,0.00143403,0.001684999,0.001977399,0.002318304,0.002715847,0.003179316,0.00371979,0.004349797,0.005082832,0.005935268,0.006925014,0.008074567,0.009408608,0.010954566,0.012749336,0.014831534,0.017242511,0.020031692,0.023261124,0.02700302,0.031341991,0.036376044,0.042207435,0.048966985,0.056803522,0.065885729,0.076396235,0.088542821,0.102568437,0.118755867,0.137341142,0.158666119,0.183102197,0.211118552,0.243153156,0.279727583,0.321450755,0.369060718,0.423330874,0.485196417,0.555593468,0.63557498,0.726476903,0.829816198,0.947122502,1.080397498,1.231540206,1.403066305,1.597388284,1.817684757,2.067056199,2.348554812,2.666855313,3.026350787,3.431825828,3.888746841,4.403575121,4.983490465,5.63602268,6.369143952,7.192653823,8.120529113,9.160064608,10.32459673,11.63032014,13.09161127,14.72499684,16.55698805,18.606275,20.90051236,23.46686527,26.3237963,29.52416033,33.1084631,37.11729254,41.5924209,46.59870926,52.16133832,58.29480867,65.08044198,72.55445079,80.63155352,89.20521966,98.50989981,108.5737579,119.3940589,130.9318239,143.0948703,155.6769653,168.2948591,180.2046433,190.1601716,195.8125319,193.5044096,178.3660809,145.5473136,95.5623791,38.23160657
2198,0.000744498,0.000879374,0.001036653,0.001220423,0.001434987,0.001685151,0.00197703,0.002317649,0.002715036,0.003178771,0.003719687,0.004349476,0.00508232,0.005933757,0.006923294,0.008072351,0.009404764,0.010952545,0.012749219,0.014830744,0.017240073,0.020031082,0.023266443,0.02701956,0.031375413,0.036422672,0.042274555,0.049060871,0.056927102,0.066033852,0.07656747,0.088734373,0.102791989,0.118958894,0.137532367,0.158841966,0.183302199,0.211303692,0.243311023,0.279863689,0.321615116,0.369245685,0.423581568,0.48543014,0.55574412,0.635724092,0.726681085,0.829979915,0.947400618,1.080644886,1.231952578,1.403495817,1.598120773,1.818589092,2.067683573,2.349540493,2.668169115,3.02789311,3.433554017,3.890905314,4.406374843,4.986687464,5.639015619,6.372178995,7.198745761,8.125360428,9.163955408,10.32916905,11.63391956,13.09278842,14.72969012,16.56135299,18.61243002,20.90696929,23.4612406,26.32209195,29.52531883,33.10607689,37.10829919,41.57916228,46.56082093,52.08850805,58.16878277,64.93149122,72.30049987,80.10153751,88.5792424,97.75528058,107.6392963,118.1974714,129.3378175,140.8768064,152.4505376,163.4045963,172.5401689,177.8832109,176.0777607,162.5202818,132.834656,87.35367768,34.97010523
2199,0.000631857,0.000746847,0.000881032,0.001037925,0.001221238,0.001435116,0.001684837,0.001976471,0.002316957,0.002714571,0.003178683,0.003719412,0.004349038,0.005081026,0.005932283,0.006921394,0.008069053,0.009403028,0.010952445,0.012748541,0.014828647,0.017239548,0.020035662,0.023280696,0.027048373,0.031415631,0.036480594,0.042355614,0.049167612,0.057055086,0.066181869,0.076733125,0.088927809,0.102967747,0.119124548,0.137684816,0.159015539,0.183463012,0.211440972,0.243429508,0.280006984,0.321776511,0.369464552,0.423786,0.485562203,0.55587501,0.635903413,0.726825056,0.83022435,0.947618622,1.081008087,1.232331215,1.404140729,1.598917769,1.819143316,2.068552755,2.350700013,2.669531686,3.029420343,3.435463306,3.893382575,4.409206157,4.989340777,5.641708558,6.377581578,7.203034881,8.128820948,9.168025725,10.33237774,11.6349839,13.09698411,14.7336002,16.56686667,18.6182157,20.90200903,23.45979493,26.32319851,29.52330343,33.09822551,37.09668592,41.54568248,46.49630887,51.97661072,58.03670464,64.70569104,71.82731793,79.54240079,87.90497027,96.92017936,106.5697425,116.7722239,127.3535216,137.987825,148.0663631,156.5215641,161.4955903,160.0818331,148.0343411,121.1773122,79.80820638,31.96621233
2200,0.00053588,0.000633851,0.000748255,0.000882113,0.001038618,0.001221348,0.001434848,0.001684361,0.001975882,0.00231656,0.002714496,0.003178448,0.003719037,0.00434793,0.005079764,0.005930655,0.006918566,0.008067564,0.009402942,0.010951862,0.012746739,0.014828196,0.01724349,0.020047936,0.023305522,0.027083046,0.031465592,0.036550548,0.042447772,0.049278153,0.057182985,0.066325064,0.076900431,0.089079881,0.103111153,0.119256613,0.137835329,0.159155101,0.183582282,0.211544021,0.243554316,0.280147674,0.321967413,0.369643199,0.423901666,0.485676997,0.556032362,0.636029916,0.727039726,0.830416309,0.94793828,1.081341629,1.232898622,1.40484262,1.599406995,1.819909205,2.069575358,2.351902857,2.670880273,3.031107895,3.437653592,3.895888174,4.411556673,4.991728466,5.646496598,6.381386783,7.206110525,8.132441827,9.170884007,10.33333876,11.63873195,13.10048397,14.73853571,16.57204723,18.6138424,20.90078452,23.46084488,26.32149915,29.51644918,33.08805446,37.06709963,41.48855264,46.39704416,51.85951207,57.83616454,64.28402762,71.32853415,78.9406791,87.15952981,95.96529292,105.2968732,114.9989534,124.7692384,134.0604087,141.889386,146.5876022,145.4481284,134.7220355,110.5067333,72.88122523,29.20502191
