Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2042,25788.31162,27239.41574,28805.87997,30298.07854,31803.15502,33478.21981,35291.44551,37203.49306,39258.62988,41406.34296,43625.66888,45906.40879,48250.13879,50705.35661,53256.83666,55863.5565,58755.19731,61707.00893,64881.5514,68326.77078,72138.9177,76353.41295,81028.03132,86178.91797,92251.14681,95299.38557,104065.2303,104177.9971,95741.25856,115331.0486,97526.60051,81892.62925,94814.81817,96419.05986,99822.7334,100309.884,101389.6396,105630.7244,110099.9932,119583.4527,125437.8812,148891.1724,137401.3952,130363.4636,157453.9368,157025.8032,158446.8677,156611.653,158793.4643,154116.5221,152647.5075,160101.6982,149297.5554,164104.2104,149061.7659,147370.5476,167201.3707,180444.7011,187167.8284,198513.5227,202980.4134,201053.5059,203912.0536,197863.3524,188497.5594,202653.1968,175722.937,171534.708,169481.7356,169014.9214,171636.7957,174337.9683,172941.1604,170407.6222,159805.5989,169793.8848,165476.7677,165207.923,165426.7358,159092.5734,152636.1752,146895.3686,141123.1343,131564.1127,119870.8321,117007.7533,106998.0579,94662.33444,83588.70744,73976.66167,66842.23591,48821.81212,38365.41685,27448.56734,18883.85781,11335.60868,7009.776495,5110.316053,2887.020699,1361.270088,483.0214963
2043,24392.86227,25868.0669,27288.91221,28840.05683,30317.44629,31804.88905,33470.43981,35280.26858,37191.24451,39250.16378,41403.8939,43621.46212,45900.37649,48236.35494,50691.2386,53240.49915,55838.83712,58741.77232,61701.15194,64870.46854,68310.03659,72130.03526,76364.52866,81068.51233,86259.71123,92358.74707,95437.76504,104244.7426,104383.2678,95940.76643,115563.7752,97714.55509,82044.57054,94949.9293,96524.80756,99903.34025,100381.0956,101437.5704,105652.7076,110102.4462,119578.7575,125429.1461,148891.7148,137371.1491,130301.6795,157364.203,156933.0029,158336.2026,156510.0104,158655.9978,153984.808,152497.2265,159974.0504,149156.6423,163901.9685,148909.3082,147204.1345,166980.5172,180204.5461,186884.165,198207.1154,202615.0711,200633.8005,203436.9056,197454.1175,188014.4216,201997.0356,175084.5754,170849.8303,168643.5803,168123.6552,170618.957,173176.2794,171711.1713,168917.1517,158211.8558,168020.9726,163436.9887,162801.7659,162697.2836,155950.0549,149080.9943,142850.2042,136642.0811,126653.0174,114410.2639,110889.735,100527.363,87992.12342,76677.25518,66751.1531,59082.63015,42048.6697,31975.27044,21940.09247,14307.62997,8016.699469,4534.143443,2942.663179,1427.438212,498.143293
2044,23087.80948,24468.38729,25915.15065,27321.34251,28858.53417,30319.14565,31797.5497,33459.88598,35268.69832,37183.27433,39247.88925,41399.94485,43615.78511,45887.32896,48222.99424,50675.77336,53217.03586,55826.19693,58736.38714,61690.83553,64854.80765,68301.85878,72140.77264,76402.96182,81144.82957,86360.65749,92493.25172,95602.83876,104450.6676,104601.2958,96134.87933,115787.1518,97896.43411,82162.00053,95054.72367,96603.45666,99974.99579,100429.4042,101459.593,105656.1042,110099.2326,119571.7484,125431.1367,148860.8324,137307.963,130229.4373,157273.8132,156826.3198,158236.5574,156377.9414,158524.1382,153837.3068,152379.9241,159828.0627,148977.8225,163740.5115,148747.2008,147016.3049,166766.397,179941.0332,186606.7215,197863.3488,202206.5843,200181.9961,203033.6074,196966.8059,187425.7529,201287.021,174408.2994,170029.9591,167781.7833,167157.404,169517.0213,171983.8417,170252.7307,167281.0343,156609.9896,166009.6598,161122.0749,160189.1802,159566.1524,152404.9029,145069.3977,138414.2164,131648.0284,120993.614,108539.2604,104304.0856,93565.5715,80834.92838,69301.94262,59110.88749,50990.30818,35124.1849,25621.03494,16666.53254,10145.60164,5198.870949,2616.736467,1457.07953,522.356862
2045,21815.24113,23159.37019,24512.99489,25945.9965,27338.88425,28860.19399,30312.19677,31787.56565,33448.95373,35261.18622,37181.1624,39244.18512,41394.60704,43603.44598,45874.68216,48208.35887,50653.52635,53205.09661,55821.25314,58726.77242,61676.15069,64847.25673,68312.24144,72177.33779,76475.17497,81240.09406,86486.78507,92653.65237,95792.16053,104669.3333,104813.4785,96321.23763,116003.3479,98037.15589,82253.23747,95132.85305,96673.44095,100023.943,100452.0934,101463.8357,105654.0667,110093.9705,119575.0791,125406.6883,148794.4048,137233.9238,130156.7555,157169.7712,156730.6501,158106.4245,156251.5868,158376.4231,153723.2004,152245.5322,159641.6952,148836.5393,163568.741,148563.9217,146834.7439,166531.1922,179684.2197,186294.9762,197478.2008,201766.631,199801.8351,202551.2636,196370.5518,186788.4045,200534.9367,173596.1884,169188.0161,166847.2936,166111.0965,168387.0171,170565.3098,168651.1616,165638.7493,154789.4441,163722.9652,158607.2504,157185.5089,156025.8227,148397.4142,140663.6414,133460.9961,125877.4679,114900.0084,102208.7944,97204.74141,86078.78697,73178.01892,61481.08171,51117.79393,42688.29682,28212.42753,19512.93039,11849.65311,6596.397985,3007.057455,1297.587463,533.2038087
2046,20556.9735,21882.92567,23201.65595,24542.21517,25962.6889,27340.49495,28853.6232,30302.71779,31777.21714,33441.87161,35259.22252,37177.68881,39239.17077,41382.94972,43591.48585,45860.82877,48187.27256,50642.25956,53200.5446,55812.30539,58712.98489,61669.1652,64857.31047,68347.10219,72245.821,76565.23417,81359.06973,86637.15276,92837.5766,95993.14198,104882.1888,105017.2314,96501.64167,116170.797,98146.67016,82321.41767,95202.44461,96721.5619,100047.4054,100457.2454,101462.8668,105650.1397,110098.3304,119553.2416,125352.4181,148716.393,137159.5287,130072.9826,157076.8634,156605.0528,157982.2564,156109.9842,158263.2075,153592.2323,152072.8985,159496.0125,148686.152,163374.1967,148387.2986,146635.0812,166302.8164,179395.1971,185944.9532,197063.155,201399.7879,199345.0591,201958.5223,195724.6173,186113.3583,199628.9067,172763.2983,168274.8644,165835.1772,165039.1844,167038.2808,169007.0148,167045.7063,163768.9033,152715.9371,161237.526,155709.5995,153781.6005,152016.6005,143989.6931,135734.8773,127722.1478,119655.3512,108318.5807,95371.38654,89553.18114,78049.22664,65035.70397,53273.40608,42889.22092,34370.27532,21541.43422,13909.90465,7724.023611,3823.873656,1493.313549,474.8392678
2047,19353.02931,20620.81476,21922.9391,23229.35215,24558.0347,25964.25334,27334.31012,28844.63566,30292.88681,31770.52804,33440.04488,35255.96057,37172.97985,39228.1688,41371.65035,43578.38436,45840.8391,48176.64248,50638.07306,53192.19229,55799.37821,58706.51415,61678.90547,64890.62503,68412.19369,72331.15247,76677.66184,81500.87442,86809.5379,93032.77499,96188.83268,105086.6332,105214.5166,96641.50974,116301.319,98228.69191,82382.20898,95250.59584,96745.06969,100053.4649,100457.2474,101460.1539,105655.54,110079.5541,119503.0886,125288.534,148638.1104,137073.6554,129998.5025,156954.2306,156485.5465,157843.0452,156002.4948,158133.0171,153422.9034,151939.4257,159340.864,148515.5171,163187.3021,148192.8448,146441.9605,166045.3724,179069.9516,185567.5346,196720.3459,200956.8542,198781.2158,201316.0186,195040.5189,185297.4877,198700.9483,171859.7679,167285.6735,164799.3092,163755.4404,165556.176,167447.0563,165214.5015,161635.4452,150461.082,158367.4145,152418.414,149919.9709,147600.5896,139049.4521,130008.931,121525.6149,112924.1366,101196.631,87986.10138,81326.61486,69486.88151,56464.15903,44794.96556,34613.91129,26309.64027,15396.02533,9090.010007,4487.457259,1901.709234,546.4632886
2048,18179.81927,19413.18556,20658.57284,21949.14403,23244.35259,24559.54602,25958.41642,27325.82794,28835.30888,30286.54626,31768.82517,33436.98023,35251.53263,37162.60091,39217.50442,41359.27217,43559.45239,45830.80644,48172.79368,50630.28487,53180.03418,55793.39257,58715.9504,61710.78699,64952.64802,68493.22861,72437.636,76811.63113,81663.41078,86992.4393,93222.88415,96376.83099,105284.6332,105367.6206,96750.70059,116399.2847,98301.89986,82424.52252,95274.53799,96751.80849,100054.408,100455.5903,101466.4851,105638.7766,110034.8082,119443.9053,125224.5174,148547.6069,136997.6559,129899.6425,156837.8829,156351.4994,157738.4245,155878.6479,157963.5522,153293.4586,151797.2124,159164.4956,148352.1155,162981.3008,148005.5129,146223.8822,165754.9711,178719.0255,185258.8779,196304.2833,200407.5581,198169.6761,200635.5689,194210.9618,184463.0415,197694.0567,170880.8287,166274.2655,163554.4337,162344.3362,164074.527,165664.5432,163121.4079,159314.2502,147851.4903,155100.1525,148678.0058,145660.4716,142641.7839,133294.6592,123817.9045,114811.3147,105626.5018,93487.50037,80026.4401,72530.0597,60445.47311,47579.76294,36236.69211,26562.55369,18852.64957,10086.59212,5292.699195,2234.965825,695.9116409
2049,17054.50054,18236.37661,19448.77953,20683.29797,21963.34211,23245.81163,24554.05827,25950.39047,27317.02055,28829.30675,30284.9528,31765.93997,33432.81493,35241.72972,37152.54013,39205.8212,41341.36076,43549.99121,45827.26761,48165.5339,50618.86154,53174.48007,55802.51023,58746.48419,61769.97671,65029.79749,68594.31279,72564.49615,76965.15716,81835.81425,87170.61935,93405.55841,96558.947,105438.4342,105487.3213,96832.82509,116486.8142,98353.14603,82445.91267,95282.02266,96753.6151,100053.7636,100462.97,101451.5716,105597.1868,109981.8689,119384.6859,125150.381,148467.8893,136896.1947,129806.1316,156707.3121,156251.804,157617.6386,155716.2988,157835.5058,153155.4743,151635.2322,158996.1572,148171.7954,162783.6682,147793.5886,145977.2661,165441.4253,178434.9953,184882.2043,195785.8302,199811.4415,197522.0073,199807.6397,193363.7514,183557.4,196602.9532,169880.8917,165054.4861,162185.6885,160935.6288,162378.4488,163623.4764,160843.0244,156621.9396,144874.1057,151380.3296,144546.4404,140868.4907,136849.7458,127064.1421,117098.9964,107518.647,97710.49393,85158.78245,71492.13177,63213.08633,51042.50628,38578.65179,27876.90498,19082.79575,12382.18512,5885.854391,2639.832893,817.8635864
2050,15966.19214,17107.5994,18269.85518,19472.085,20696.699,21964.74659,23240.6479,24546.49309,25942.05216,27311.36508,28827.81731,30282.22625,31762.01398,33423.55359,35232.22693,37141.51737,39188.8931,41332.44655,43546.74057,45820.49895,48154.80384,50613.71295,53183.30676,55831.69797,58803.021,61843.54112,65126.00097,68714.71852,72709.84809,77127.95709,82003.81284,87341.8656,93582.56158,96700.53548,105558.8517,105577.5292,96906.27762,116548.4181,98379.45609,82453.10865,95284.66785,96753.94721,100062.1986,100449.3577,101412.9049,105547.8477,109928.9782,119315.9792,125085.4022,148360.8267,136800.5237,129701.1308,156611.2502,156136.462,157458.1308,155595.0968,157698.9539,152997.9912,151481.1478,158810.1644,147999.5487,162559.6666,147553.2942,145710.7988,165190.3919,178086.3514,184410.4965,195222.8467,199180.0685,196731.237,198963.3679,192444.0263,182575.8684,195489.5515,168670.591,163713.0159,160821.1937,159320.1461,160432.8976,161400.6651,158194.5142,153543.2692,141478.2997,147265.8448,139889.747,135256.165,130570.7155,120291.913,109788.1348,99591.53291,89137.91957,76204.75526,62425.70223,53491.19358,41481.16429,29751.55189,20078.10404,12564.62164,7241.201839,2939.923872,966.0206759
2051,15050.64887,16015.94006,17139.04362,18291.77324,19484.72071,20698.04579,21959.89521,23233.51152,24538.62923,25936.70955,27309.97899,28825.24362,30278.51211,31753.24793,33414.57534,35221.81463,37125.52611,39180.50184,41329.46378,43540.43554,45810.41741,48150.03237,50622.23983,53211.28035,55885.60507,58873.23161,61935.24362,65240.5749,68852.65006,72863.93595,77286.64124,82165.30542,87507.83925,93720.29221,96811.54396,105649.7728,105658.2966,96958.24177,116580.5091,98388.88338,82456.13436,95285.91853,96763.13212,100049.7705,100412.313,101366.9025,105498.6328,109867.4935,119256.0692,124997.5928,148260.2027,136693.0322,129624.7499,156499.8684,155982.965,157340.5216,155465.7923,157542.7753,152848.7042,151310.6931,158633.2999,147803.9314,162304.9646,147293.4525,145499.8754,164880.3403,177647.4914,183897.9611,194626.5037,198406.47,195926.1204,198046.5924,191447.0953,181575.275,194136.9439,167339.2695,162377.6199,159253.5958,157463.7477,158313.112,158811.0175,155159.1273,150025.7297,137717.1246,142619.8146,134421.1005,129164.1822,123735.39,112909.9301,101824.9098,90986.75906,79897.21715,66664.07963,52933.94329,43569.67064,32067.85359,21482.51304,13252.75378,7363.888418,3622.123533,1075.835995
2052,14131.42233,15097.57748,16045.41164,17159.62765,18303.66035,19486.00964,20693.49943,21953.17398,23226.08949,24533.60153,25935.416,27307.56039,28821.73416,30270.18503,31744.74935,33404.73682,35206.69077,37117.6297,39177.76774,41323.59647,43530.97147,45805.99415,48158.25868,50649.00987,53262.81957,55952.49734,58960.72594,62044.44208,65371.80246,68998.82922,73014.17036,77439.20903,82321.86857,87637.09295,93828.41957,96895.51467,105731.2652,105715.7181,96985.68405,116592.6563,98393.35795,82458.00139,95295.95657,96752.18809,100014.0864,100368.1076,101321.093,105441.3005,109814.1682,119174.5889,124915.3437,148147.0717,136615.7574,129535.9852,156350.4416,155871.2341,157215.004,155317.576,157395.2537,152683.3469,151149.3674,158432.0181,147580.8432,162029.3101,147090.2207,145237.646,164487.9687,177170.3524,183354.9729,193893.1871,197620.1162,195051.6218,197052.7361,190431.8185,180355.1288,192648.8232,166015.8915,160840.6878,157449.0179,155440.164,155837.9963,155836.4328,151684.9172,146124.5395,133462.2085,137148.9006,128477.6554,122522.5923,116271.5969,104852.9465,93160.88265,81686.95593,70022.02317,56643.07177,43212.38821,33763.65957,23213.15009,14214.71208,7784.029449,3688.795065,1325.480197
2053,13190.26058,14175.51433,15125.38962,16064.70234,17170.79444,18304.89004,19481.75243,20687.18559,21946.18016,23221.35447,24532.39867,25933.13687,27304.25932,28813.83455,30262.11152,31735.43546,33390.42992,35199.25037,37115.12466,39172.31311,41314.72047,43526.8744,45813.9246,48183.85781,50698.21712,53326.72456,56035.83182,59064.90118,62169.49117,65510.83618,69141.39319,73158.64064,77587.16176,82443.88911,87738.69549,93910.35532,96970.85771,105789.4758,105746.4359,96996.58485,116598.9653,98396.50522,82467.52988,95286.21868,96718.83294,99971.37009,100324.1653,101267.6071,105391.8545,109741.1599,119098.5375,124822.8056,148066.7399,136525.7392,129415.8913,156243.1123,155751.9501,157070.7962,155178.0914,157231.6391,152527.6166,150965.3652,158201.7487,147339.1843,161816.4076,146835.7805,144903.9479,164061.106,176664.762,182684.8005,193149.0354,196765.7504,194103.4928,196041.6051,189188.9957,179012.5453,191171.7465,164490.0438,159068.2623,155481.026,153072.1035,152988.5954,152425.8139,147826.7439,141703.1075,128438.251,131195.7213,121988.5295,115257.8699,108109.054,96066.82795,83772.69166,71719.56141,59615.93909,46342.76763,33566.78816,24501.56967,15397.49938,8367.064466,3904.857738,1349.877984
2054,12390.30159,13231.44212,14201.6552,15143.59229,16075.1703,17171.96499,18300.91165,19475.82617,20680.61243,21941.72784,23220.23482,24530.25883,25930.02344,27296.79989,28806.17496,30253.26241,31721.87655,33383.41658,35196.95248,37110.0557,39163.99649,41310.92899,43534.50576,45838.39915,48230.80831,50759.18498,53406.31527,56135.04443,59184.17772,62301.93997,65646.47042,69278.51175,73298.78183,77702.558,82539.92458,87815.81778,93983.95124,97024.91866,105820.997,105759.1708,97002.65657,116603.7646,98408.86011,82459.98793,95254.48431,96678.77137,99928.98651,100272.7353,101221.7477,105323.6892,109673.2665,119012.9065,124757.9391,147972.9266,136402.8667,129330.8138,156128.493,155614.5729,156935.6007,155023.1834,157078.3455,152349.584,150754.164,157952.069,147154.9968,161547.8664,146510.1232,144540.6858,163608.6755,176038.3904,182005.9146,192340.2763,195839.36,193139.8536,194798.9792,187821.305,177681.9006,189465.609,162727.2675,157134.4671,153172.8663,150339.84,149715.7606,148633.3936,143446.0425,136468.3481,122964.8929,124686.6448,114878.5646,107297.3964,99187.69015,86521.86206,73681.45231,61182.47691,48881.88487,36083.60043,24418.89108,16291.7138,9082.765769,4203.35406,1428.943977
2055,11644.54351,12429.0087,13255.86638,14218.76235,15153.47228,16076.28137,17168.25162,18295.36071,19469.65357,20676.43676,21940.68703,23218.22386,24527.33332,25922.96143,27289.56655,28797.77847,30240.3666,31715.25275,33381.30811,35192.23602,37102.266,39160.49095,41318.2589,43557.87439,45883.19181,48288.9376,50835.0977,53501.06327,56248.6202,59310.47508,62431.18785,65776.94648,69411.56163,73408.16389,77793.48835,82612.9404,87885.16463,94036.98653,97054.53157,105834.5735,105766.6733,97007.52299,116619.5493,98400.89867,82433.47355,95216.23553,96639.0992,99879.25239,100228.9077,101158.0725,105260.5423,109596.7575,118953.6878,124681.9877,147843.6795,136317.0595,129239.9339,155996.1538,155486.2889,156785.2494,154878.8336,156902.6689,152144.5146,150524.9221,157764.4109,146920.8206,161202.0944,146155.3853,144155.5474,163045.997,175405.0247,181267.8523,191463.2648,194898.7645,191950.8183,193431.3941,186467.8101,176142.1224,187491.0344,160803.1488,154861.3222,150503.7537,147196.034,146071.9561,144319.4706,138245.3858,130758.6688,116972.0243,117542.9527,107072.5565,98577.45754,89471.15757,76232.71767,62979.37043,50275.03153,38149.813,26314.15225,16276.05711,9630.830607,4569.42742,1538.175747
2056,10965.59972,11680.94143,12451.97357,13271.8486,14228.04988,15154.53337,16072.8219,17163.05874,18289.57633,19465.74057,20675.47152,21938.79989,23215.47252,24520.67318,25916.11292,27281.63625,28785.52997,30234.0876,31713.31445,33376.91821,35184.93053,37099.02583,39167.51859,41340.54053,43600.55615,45938.60997,48361.29804,50925.46162,53609.5106,56368.84556,59433.75633,62555.54124,65903.59015,69515.48019,73494.45457,77862.73169,82678.66556,87935.34433,94066.35587,97067.73159,105842.9491,105772.9147,97021.58751,116611.3244,98370.37041,82401.39794,95178.43597,96592.41791,99837.14024,100167.5987,101099.3208,105189.3183,109544.5925,118884.1584,124576.3242,147754.7553,136225.3797,129134.725,155873.0795,155343.4213,156645.9438,154712.9777,156699.5571,151921.6814,150355.1519,157523.7877,146617.4089,160825.1986,145779.1479,143674.6635,162478.1049,174716.2198,180467.4488,190573.7057,193733.3747,190642.1498,192080.0598,184898.7512,174356.9013,185334.7914,158536.2816,152226.8163,147427.2185,143691.5457,141919.5185,139184.1228,132566.4285,124498.4257,110384.107,109684.922,98502.96753,89056.42831,78967.36318,65286.2013,51862.42628,39328.16451,27888.61702,17581.53325,9642.095453,4852.068514,1672.136663
2057,10328.02468,10999.8937,11702.5437,12466.9994,13280.52728,14229.05851,15151.28769,16067.97338,17157.64504,18285.91706,19464.84593,20673.70488,21936.21619,23209.18653,24514.21384,25908.60347,27270.05676,28779.58518,30232.29928,31709.22059,33370.06438,35181.93163,37105.75567,39188.73453,41381.15783,43653.32599,46007.5795,48447.42946,51028.87475,53724.27312,56486.23454,59552.3883,62676.28037,66002.57024,69597.55204,73560.26454,77925.12835,82726.41266,87963.4209,94079.85981,97076.19576,105850.114,105789.2467,97015.73449,116576.4409,98333.29459,82369.76725,95133.8266,96553.15453,99777.77305,100111.2663,101032.9903,105141.4752,109483.1672,118786.4329,124504.7445,147659.7282,136118.9481,129037.2972,155735.8127,155211.844,156485.4438,154520.4595,156478.589,151759.2174,150135.4788,157209.988,146286.4653,160425.2915,145307.4741,143190.2695,161860.2872,173969.1934,179656.4169,189466.8954,192450.712,189351.021,190510.6593,183076.3307,172406.5929,182788.7039,155903.1715,149184.8433,143993.546,139690.5958,136962.8951,133570.2298,126331.4512,117605.5151,103123.7748,101039.4441,89122.84203,78735.07411,67757.40804,53875.92362,40663.18491,28819.40656,18678.07728,10437.59471,4864.663698,1775.56637
2058,9729.210624,10360.34094,11020.25409,11716.67668,12475.16039,13281.47976,14226.025,15146.72894,16062.91648,17154.22729,18285.08936,19463.19322,20671.28465,21930.29275,23203.08953,24507.13008,25897.62846,27264.45391,28777.93735,30228.46747,31702.7779,33367.28762,35188.37944,37125.94109,39227.33725,41431.34121,43718.9852,46089.67212,48545.98376,51138.27726,53836.36147,56599.21421,59667.60966,62770.70512,66080.82589,69660.23606,73619.63143,77970.62909,82753.39147,87976.69944,94088.80883,97083.59477,105867.4356,105783.9257,96987.7709,116533.9007,98296.81587,82332.32018,95096.56821,96497.35508,99723.46218,100047.601,100989.1276,105084.9664,109395.8963,118721.2919,124428.2422,147549.0857,136020.8235,128928.4692,155610.1945,155059.8057,156298.3571,154310.7506,156320.1333,151546.9419,149847.0497,156867.4812,145935.1459,159921.862,144833.3174,142663.0957,161190.221,173213.0169,178642.9483,188248.7307,191187.2112,187848.8096,188684.5783,181084.5354,170098.441,179824.6419,152857.4794,145785.6904,140066.3162,134901.7167,131538.4842,127398.52,119455.5042,109994.9593,95118.72561,91552.99282,78925.96204,67685.55058,56032.32422,42338.06392,29869.04565,19347.36468,11112.03345,5273.497524,1780.175452
2059,9154.53467,9759.667658,10379.53339,11033.57338,11724.35418,12476.06501,13278.66085,14221.75527,15141.97225,16059.73048,17153.4623,18283.54621,19460.92778,20665.71732,21924.54687,23196.40211,24496.7682,25892.33377,27262.94248,28774.35527,30222.38893,31700.20161,33373.46274,35207.60097,37162.60338,39275,41493.76934,43797.13634,46183.59104,48650.21489,51245.16248,53944.2561,56708.98209,59757.7735,62845.43675,66140.67947,69716.84421,73663.07993,77996.57948,82766.48322,87985.75309,94096.76765,97100.36059,105863.1546,105754.5682,96953.52047,116492.1456,98253.48361,82301.27307,95043.17102,96446.54027,99662.01326,100006.1911,100937.1523,105003.7636,109338.6975,118651.6658,124338.8914,147447.5488,135911.0445,128829.5439,155464.5911,154881.7874,156094.2879,154162.9932,156110.9208,151266.2435,149532.0159,156503.6864,145490.9989,159416.8426,144317.0843,142091.3245,160512.6388,172263.9105,177527.5771,187050.6564,189714.4587,186097.7709,186687.9426,178721.9056,167405.3584,176390.132,149450.1827,141890.8852,135352.769,129655.3156,125567.3422,120581.7669,111849.7943,101585.9626,86313.65284,81212.13816,67976.02256,56088.80269,44131.95523,31173.20255,20099.42026,11534.45614,5622.215496,1929.784138
2060,8601.196999,9183.205542,9777.761619,10392.08753,11040.81012,11725.21328,12473.42845,13274.68496,14217.29832,15138.98142,16059.02463,17152.02306,18281.42986,19455.6995,20660.31637,21918.2436,23186.61186,24491.78349,25890.94377,27259.60904,28768.62736,30219.98963,31706.12286,33391.76552,35242.45308,37207.84104,39334.28101,41568.07444,43886.5329,46282.89008,48752.07834,51348.06388,54049.11882,56794.92795,59829.20448,62902.67269,66194.79,69758.41785,73688.08076,78009.4724,82775.63431,87993.91868,94113.85257,97097.37542,105834.8894,105718.4441,96919.9867,116442.3668,98217.83347,82256.38545,94994.77512,96388.9781,99622.73656,99956.95357,100861.5642,104951.4729,109277.5589,118570.0783,124257.2889,147333.7662,135811.9636,128714.5004,155293.293,154687.328,155953.1737,153965.7023,155832.2152,150959.4365,149197.1945,156041.7594,145046.417,158866.7832,143757.1733,141513.7303,159658.3194,171219.4669,176432.3522,185651.6061,187994.6713,184182.3898,184314.1413,175959.0843,164279.3681,172543.4379,145538.9697,137203.3866,130183.5478,123872.7808,118962.0471,113027.9484,103428.5544,92314.34594,76689.38182,70073.63468,56444.83959,44275.10688,32570.6184,21026.29962,12007.95428,5844.204606,2057.394022
2061,8079.418967,8628.146286,9200.243576,9789.596198,10398.90966,11041.62718,11722.74572,12469.70223,13270.5331,14214.50151,15138.32542,16057.68471,17150.04827,18276.53018,19450.62697,20654.39054,21909.00842,23181.91498,24490.50997,25887.83339,27254.23596,28766.39544,30225.68443,31723.578,33424.89759,35285.43003,37264.09558,39404.8409,41653.05941,43981.02227,46379.96277,48850.15921,51448.10797,54131.26931,56863.0833,59883.98418,62954.47268,66234.66197,69782.543,73700.77393,78018.68457,82783.98422,88010.66078,94111.85628,97072.45488,105799.9389,105683.1699,96879.85541,116401.744,98165.81611,82215.90451,94939.88268,96352.85884,99575.86474,99884.43534,100813.7804,104895.5826,109205.6672,118495.9418,124165.6887,147231.8472,135696.3313,128578.4654,155105.8836,154555.5201,155762.4584,153700.832,155527.3661,150633.1329,148770.1515,155580.4213,144561.977,158270.1868,143192.1394,140782.0919,158718.3027,170195.5464,175151.0515,184014.9377,186112.6998,181899.9446,181532.033,172746.5238,160774.2738,168119.8497,140818.7306,132057.5405,124478.9852,117466.5255,111629.5603,104646.876,94121.37759,82152.7722,66291.30952,58304.4203,44654.71789,32752.68144,22020.16428,12587.94416,6092.708117,2138.628737
2062,7581.103164,8104.74353,8644.16598,9211.386575,9796.028286,10399.68646,11039.31286,11719.25149,12465.8096,13267.93284,14213.89404,15137.06906,16055.84543,17145.46231,18271.77598,19445.06058,20645.70181,21904.58944,23180.74719,24487.61855,25882.77962,27252.16896,28771.86208,30242.38613,31755.12625,33465.72839,35338.86418,37331.05465,39485.53114,41742.85905,44073.42106,46473.44379,48945.54982,51526.5248,54196.47593,56915.41703,59933.61477,62992.76432,66257.98701,69795.03882,73710.02247,78027.17264,82800.44072,88009.61875,94088.65818,97041.47969,105765.9065,105640.7823,96847.38386,116341.8998,98119.14974,82169.92631,94906.10616,96309.58703,99505.90108,99839.47285,100762.7126,104829.6185,109140.6867,118412.5737,124084.2992,147112.4514,135558.8559,128429.3883,154981.5404,154375.0389,155504.3273,153410.9017,155202.8958,150215.0394,148344.6487,155077.4959,144036.5624,157668.7496,142472.9977,139977.194,157798.2656,168995.4522,173649.4209,182223.1934,183864.8715,179218.9038,178291.3736,169140.381,156736.2256,162766.4733,135631.8432,126371.8513,118149.7967,110342.5597,103477.4602,95362.33224,83893.56966,71141.2025,55267.77011,46226.93249,33110.14346,22194.65767,13210.37868,6395.992257,2229.566133
2063,7145.184411,7604.874741,8119.801738,8654.642119,9217.44365,9796.766593,10397.51522,11036.02933,11715.59985,12463.37641,13267.37343,14212.72043,15135.34383,16051.56143,17141.01206,18266.55806,19436.89301,20641.55477,21903.5202,23178.05694,24482.88284,25880.86002,27257.38949,28787.81717,30272.52741,31793.98186,33516.48605,35402.46826,37407.61665,39570.7673,41830.69846,44162.41313,46564.39281,49020.3568,51588.82419,54246.60653,56962.88268,59970.41549,63015.33805,66270.29389,69804.30474,73718.61505,78043.33546,82800.22331,87988.80334,94059.66452,97011.40783,105724.8318,105606.792,96799.06519,116288.5049,98066.06792,82142.21693,94865.4723,96244.07536,99463.39811,99791.42895,100702.2023,104770.3281,109067.4783,118339.1352,123988.5646,146969.6753,135407.9323,128332.7183,154808.8552,154128.6685,155221.5596,153102.0486,154785.1869,149799.4624,147880.5686,154532.0521,143507.4293,156899.5319,141682.0068,139190.7093,156717.9288,167586.4406,172004.8451,180078.1467,181218.5619,176090.4909,174649.7517,164978.4118,151835.8562,156878.2173,129893.9701,120054.4705,111099.4147,102406.3393,94425.59571,85132.39744,72777.202,59428.57649,43914.39869,34354.79661,22488.66342,13342.65391,6721.696241,2340.549957
